num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s);p
1;0;0.506348;-0.669434;-0.532715;4.756098;-6.310976;-5.182927;0
2;1683;0.495117;-0.676270;-0.544434;4.847561;-6.310976;-5.213415;0
3;3368;0.497070;-0.673828;-0.527344;4.664634;-5.823171;-5.335366;0
4;5051;0.499023;-0.672852;-0.549316;4.573171;-5.518293;-5.030488;0
5;6735;0.487793;-0.675293;-0.541504;5.030488;-5.670732;-4.969512;0
6;8415;0.498047;-0.675293;-0.533691;5.030488;-5.365854;-4.695122;0
7;10098;0.496582;-0.664551;-0.536621;4.756098;-4.878049;-4.786585;0
8;11780;0.498535;-0.672363;-0.532715;4.390244;-5.396341;-4.786585;0
9;13464;0.501953;-0.674805;-0.511230;4.115854;-4.817073;-4.237805;0
10;15150;0.493164;-0.675781;-0.533691;3.567073;-4.725610;-4.146341;0
11;16840;0.501465;-0.673828;-0.512695;2.713415;-4.603659;-3.658537;0
12;18523;0.496094;-0.678223;-0.507812;2.073171;-4.542683;-3.597561;0
13;20203;0.497070;-0.682617;-0.517578;1.646341;-4.359756;-3.292683;0
14;21884;0.500488;-0.683594;-0.524414;1.219512;-4.268293;-2.926829;0
15;23568;0.494141;-0.690918;-0.523926;0.640244;-4.237805;-2.774390;0
16;25251;0.503418;-0.695801;-0.527344;0.396341;-4.115854;-2.652439;0
17;26937;0.513184;-0.699707;-0.526855;0.457317;-3.871951;-2.378049;0
18;28617;0.500000;-0.688965;-0.520996;0.152439;-3.780488;-1.981707;0
19;30298;0.503906;-0.690918;-0.509277;0.213415;-3.963415;-2.073171;0
20;31990;0.492676;-0.692383;-0.506348;0.152439;-4.024390;-2.256098;0
21;33673;0.496094;-0.690430;-0.506836;-0.243902;-4.237805;-2.225610;0
22;35358;0.494141;-0.701660;-0.512207;-0.121951;-4.024390;-1.859756;0
23;37041;0.490723;-0.703125;-0.506836;0.274390;-4.176829;-1.951220;0
24;38723;0.490234;-0.703613;-0.500488;0.670732;-3.841463;-1.890244;0
25;40402;0.490723;-0.703613;-0.495605;1.189024;-3.750000;-2.073171;0
26;42083;0.490723;-0.710449;-0.496582;1.859756;-3.810976;-2.073171;0
27;43768;0.484863;-0.708008;-0.496094;2.195122;-3.689024;-2.500000;0
28;45449;0.488281;-0.717285;-0.498047;2.591463;-3.384146;-2.591463;0
29;47133;0.500000;-0.708496;-0.479492;2.774390;-3.689024;-2.743902;0
30;48813;0.496094;-0.715332;-0.469238;2.896341;-4.024390;-3.201220;0
31;50492;0.491699;-0.716797;-0.489258;3.170732;-4.146341;-3.384146;0
32;52174;0.502930;-0.721191;-0.475586;3.201220;-4.451220;-3.658537;0
33;53863;0.482422;-0.723633;-0.487793;3.262195;-4.512195;-3.658537;0
34;55551;0.500488;-0.719238;-0.465820;3.750000;-5.000000;-3.780488;0
35;57235;0.489258;-0.715332;-0.481445;4.085366;-5.243902;-4.237805;0
36;58916;0.488281;-0.721191;-0.472168;3.993902;-5.457317;-4.420732;0
37;60596;0.492676;-0.730469;-0.474609;4.359756;-5.762195;-4.603659;0
38;62280;0.482422;-0.722168;-0.463379;4.420732;-5.975610;-4.756098;0
39;63965;0.487305;-0.722168;-0.459473;4.481707;-6.158537;-5.335366;0
40;65647;0.485352;-0.714844;-0.462891;4.329268;-6.250000;-5.731707;0
41;67332;0.493164;-0.703613;-0.487305;4.481707;-6.829268;-5.762195;0
42;69019;0.501953;-0.734863;-0.459473;4.420732;-7.591463;-5.975610;0
43;70710;0.421875;-0.605957;-0.425293;6.981707;-9.054878;-7.317073;0
44;72396;0.512695;-0.697266;-0.536133;5.945122;-10.243902;-9.786585;0
45;74079;0.464844;-0.710938;-0.512207;2.164634;-12.073171;-8.963415;0
46;75761;0.519531;-0.770508;-0.542969;1.219512;-13.414634;-9.695122;0
47;77446;0.576172;-0.670410;-0.528320;1.920732;-12.012195;-10.579268;0
48;79128;0.557129;-0.799316;-0.542480;1.310976;-10.792683;-9.664634;0
49;80814;0.469727;-0.749512;-0.545898;4.725610;-8.048780;-7.743902;0
50;82505;0.500488;-0.611328;-0.539551;7.530488;-7.439024;-8.018293;0
