##########
# 2016-10-26 10:08:18.095218939 +0200 CEST Data Acquisition
# Acquisition name: captura
# Acquisition num: 7
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;838;-0.048584;-0.019531;-0.988464;0.786260;0.083969;-0.648855
1;6951;-0.053772;-0.021057;-0.984192;0.854962;0.000000;-0.595420
2;14822;-0.053772;-0.021057;-0.984192;0.854962;0.000000;-0.595420
3;23132;-0.028687;-0.014282;-0.896667;0.816794;-1.412214;-0.465649
4;30908;-0.048828;-0.016907;-0.974915;0.465649;-11.206107;-0.290076
5;38922;-0.057129;-0.021118;-1.003845;0.633588;-6.007634;-0.343511
6;46886;-0.054810;-0.021362;-0.994080;0.740458;-1.618321;-0.076336
7;54912;-0.055847;-0.020935;-0.983826;0.793893;-0.610687;-0.282443
8;62917;-0.065125;-0.013489;-0.991943;0.610687;-1.076336;-0.068702
9;70939;-0.062744;-0.010254;-0.988464;1.007634;-1.167939;2.770992
10;78919;-0.073303;-0.005127;-0.989075;1.190840;-0.541985;5.847328
11;86930;-0.080200;0.001831;-0.987854;1.435115;-0.122137;8.954198
12;94925;-0.059387;-0.016113;-0.987000;1.778626;1.038168;9.931298
13;102958;-0.029114;-0.033569;-0.990234;1.213740;0.862595;4.404580
14;110977;-0.024048;-0.050903;-0.992188;0.755725;0.374046;2.122137
15;119781;-0.051514;-0.020569;-0.988525;0.709924;-0.435115;0.488550
16;127362;-0.062744;-0.015320;-0.989563;0.748092;-0.435115;0.167939
17;134906;-0.062744;-0.015320;-0.989563;0.748092;-0.435115;0.167939
18;142936;-0.062988;-0.012695;-0.986877;0.816794;-0.076336;0.862595
19;151062;-0.049805;-0.024109;-0.990906;0.801527;0.236641;0.946565
20;158912;-0.055542;-0.022461;-0.988037;0.809160;0.053435;0.755725
21;166922;-0.054138;-0.022339;-0.985901;0.687023;-0.007634;0.580153
22;174925;-0.056824;-0.017883;-0.984863;0.809160;0.053435;0.152672
23;182932;-0.071533;-0.007751;-0.989014;0.778626;-0.213740;0.725191
24;190929;-0.073303;-0.005127;-0.991943;0.862595;0.091603;1.396947
25;198920;-0.081726;-0.005066;-0.985840;1.030534;0.221374;1.694656
26;206928;-0.068237;-0.013855;-0.984924;0.679389;0.129771;0.709924
27;214943;-0.056396;-0.016418;-0.992249;0.839695;-0.076336;-0.381679
28;222922;-0.085815;-0.008362;-0.987854;0.557252;-0.473282;-2.152672
29;230941;-0.073792;0.002930;-0.990845;-0.221374;-0.503817;-4.908397
30;239380;-0.078796;-0.014709;-0.987122;-0.137405;-0.198473;-4.625954
31;246898;-0.035339;-0.008789;-0.998108;-0.511450;0.320611;-3.984733
32;254917;-0.038086;-0.023254;-0.981262;1.106870;0.633588;-1.412214
33;262985;-0.006409;-0.034607;-0.998779;1.396947;-0.206107;-1.167939
34;271091;-0.019165;-0.062683;-0.982910;1.595420;0.290076;0.305344
35;278909;-0.034790;-0.042664;-0.988220;1.145038;-0.396947;-0.938931
36;286909;-0.050903;-0.022888;-0.991638;0.977099;-0.572519;-0.572519
