##########
# 2016-10-17 13:35:16.751724183 +0200 CEST Data Acquisition
# Acquisition name: captura
# Acquisition num: 3
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;2752;-0.072205;-0.004944;-0.994202;0.641221;-0.206107;-0.717557
1;10848;-0.072876;-0.007202;-0.986938;0.702290;-0.290076;-0.618321
2;19230;-0.074402;-0.005676;-0.987976;0.740458;-0.251908;-0.679389
3;26736;-0.074402;-0.005676;-0.987976;0.740458;-0.251908;-0.679389
4;34692;-0.073669;-0.006592;-0.988403;0.656489;-0.213740;-0.664122
5;42740;-0.074036;-0.005188;-0.987793;0.732824;-0.206107;-0.610687
6;50765;-0.072144;-0.006348;-0.994324;0.618321;-0.175573;-0.572519
7;58740;-0.075500;-0.007568;-0.990845;0.687023;-0.206107;-0.541985
8;66765;-0.074829;-0.007568;-0.988220;0.702290;-0.229008;-0.618321
9;74740;-0.075623;-0.003174;-0.993286;0.740458;-0.244275;-0.580153
10;83207;-0.072754;-0.007263;-0.990906;0.793893;-0.167939;-0.534351
11;90642;-0.073608;-0.003967;-0.993225;0.732824;-0.236641;-0.694656
12;99197;-0.073853;-0.008057;-0.989197;0.725191;-0.251908;-0.618321
13;106695;-0.070740;-0.001587;-0.987305;0.732824;-0.190840;-0.633588
14;114750;-0.073547;-0.006653;-0.990417;0.732824;-0.236641;-0.603053
15;122701;-0.074036;-0.006897;-0.992188;0.633588;-0.206107;-0.564885
16;130732;-0.073242;-0.007568;-0.990906;0.687023;-0.190840;-0.595420
17;138722;-0.072021;-0.008850;-0.987610;0.717557;-0.251908;-0.633588
18;146771;-0.072021;-0.008850;-0.987610;0.717557;-0.251908;-0.633588
19;154737;-0.072571;-0.003601;-0.990417;0.809160;-0.251908;-0.610687
20;162743;-0.072998;-0.004150;-0.987915;0.755725;-0.297710;-0.534351
21;170745;-0.071228;-0.006226;-0.989380;0.770992;-0.183206;-0.618321
22;178742;-0.072083;-0.009338;-0.991394;0.671756;-0.229008;-0.618321
23;186762;-0.073669;-0.004883;-0.985352;0.687023;-0.259542;-0.595420
24;194609;-0.075195;-0.006836;-0.988525;0.679389;-0.244275;-0.748092
25;202931;-0.073853;-0.006287;-0.990723;0.694656;-0.206107;-0.648855
26;210732;-0.074768;-0.007080;-0.989685;0.694656;-0.267176;-0.595420
27;218748;-0.075378;-0.005981;-0.988281;0.717557;-0.167939;-0.763359
28;226887;-0.073364;-0.004456;-0.991821;0.694656;-0.221374;-0.557252
29;234724;-0.071533;-0.004700;-0.993408;0.725191;-0.229008;-0.610687
30;242725;-0.074280;-0.006958;-0.995117;0.763359;-0.175573;-0.564885
31;250741;-0.073425;-0.007874;-0.990601;0.687023;-0.259542;-0.625954
32;258736;-0.074097;-0.006042;-0.987305;0.717557;-0.259542;-0.572519
33;266734;-0.073059;-0.004028;-0.989319;0.755725;-0.259542;-0.694656
34;274734;-0.073059;-0.004028;-0.989319;0.755725;-0.259542;-0.694656
35;282765;-0.071899;-0.006409;-0.988831;0.748092;-0.282443;-0.656489
36;290779;-0.074219;-0.005005;-0.990295;0.755725;-0.236641;-0.587786
37;298730;-0.074890;-0.003601;-0.992126;0.702290;-0.152672;-0.595420
38;307565;-0.074585;-0.008179;-0.987549;0.687023;-0.229008;-0.610687
39;314812;-0.072083;-0.006165;-0.989014;0.648855;-0.282443;-0.534351
40;322729;-0.074585;-0.006897;-0.986267;0.793893;-0.229008;-0.587786
41;330842;-0.076599;-0.005127;-0.992798;0.694656;-0.267176;-0.656489
42;338713;-0.074646;-0.007202;-0.992615;0.748092;-0.259542;-0.610687
43;346717;-0.073669;-0.008179;-0.994690;0.740458;-0.282443;-0.603053
44;354725;-0.071777;-0.006775;-0.988281;0.648855;-0.213740;-0.587786
45;362737;-0.074036;-0.004578;-0.987183;0.641221;-0.236641;-0.648855
46;370758;-0.072083;-0.005737;-0.988098;0.610687;-0.183206;-0.656489
47;378735;-0.072083;-0.004944;-0.986267;0.603053;-0.145038;-0.603053
48;386741;-0.074463;-0.006653;-0.982788;0.618321;-0.190840;-0.610687
49;394734;-0.074463;-0.006653;-0.982788;0.618321;-0.190840;-0.610687
50;402768;-0.076721;-0.007385;-0.990845;0.595420;-0.106870;-0.633588
51;410688;-0.072571;-0.007019;-0.988159;0.725191;-0.175573;-0.610687
52;419324;-0.073914;-0.007141;-0.989868;0.709924;-0.236641;-0.748092
53;426775;-0.072876;-0.008301;-0.991577;0.786260;-0.244275;-0.732824
54;434721;-0.075867;-0.004456;-0.987427;0.656489;-0.221374;-0.633588
55;442745;-0.076233;-0.006836;-0.993835;0.648855;-0.328244;-0.664122
56;450706;-0.075684;-0.005554;-0.994812;0.702290;-0.122137;-0.450382
57;458716;-0.074158;-0.004822;-0.989380;0.748092;-0.160305;-0.557252
58;466742;-0.073975;-0.003296;-0.987122;0.717557;-0.206107;-0.633588
59;474736;-0.074890;-0.004822;-0.987488;0.725191;-0.328244;-0.564885
60;482793;-0.075012;-0.009338;-0.987793;0.763359;-0.198473;-0.587786
61;490815;-0.073120;-0.007080;-0.987122;0.648855;-0.282443;-0.534351
62;498733;-0.073181;-0.004517;-0.988403;0.671756;-0.305344;-0.557252
63;506744;-0.072754;-0.008179;-0.989685;0.671756;-0.190840;-0.664122
64;514753;-0.071777;-0.007263;-0.985901;0.709924;-0.259542;-0.603053
65;523206;-0.071777;-0.007263;-0.985901;0.709924;-0.259542;-0.603053
66;531578;-0.072632;-0.007019;-0.985779;0.702290;-0.244275;-0.625954
67;538690;-0.075867;-0.005981;-0.987427;0.786260;-0.297710;-0.641221
68;546738;-0.072693;-0.008240;-0.990234;0.755725;-0.312977;-0.572519
69;554823;-0.073975;-0.005981;-0.988525;0.816794;-0.259542;-0.610687
70;562729;-0.074890;-0.005737;-0.989380;0.694656;-0.198473;-0.618321
71;570734;-0.071350;-0.008118;-0.993347;0.702290;-0.175573;-0.725191
72;578725;-0.070435;-0.001221;-0.985779;0.694656;-0.114504;-0.564885
73;586733;-0.070435;-0.003967;-0.987610;0.770992;-0.167939;-0.618321
74;594716;-0.075439;-0.007324;-0.994019;0.687023;-0.145038;-0.541985
75;602737;-0.071533;-0.006531;-0.990417;0.702290;-0.175573;-0.641221
76;610752;-0.074463;-0.005432;-0.993652;0.732824;-0.190840;-0.618321
77;618734;-0.075623;-0.005859;-0.991333;0.687023;-0.167939;-0.503817
78;626755;-0.074707;-0.006104;-0.991699;0.664122;-0.236641;-0.519084
79;634746;-0.075195;-0.008057;-0.992859;0.717557;-0.290076;-0.587786
80;643281;-0.074463;-0.007751;-0.992920;0.595420;-0.282443;-0.557252
81;650825;-0.074463;-0.007751;-0.992920;0.595420;-0.282443;-0.557252
82;658771;-0.073364;-0.008911;-0.986511;0.717557;-0.366412;-0.687023
83;667395;-0.072327;-0.004272;-0.996460;0.648855;-0.229008;-0.557252
84;674851;-0.071411;-0.006470;-0.988281;0.656489;-0.282443;-0.656489
85;683812;-0.073181;-0.007080;-0.987854;0.740458;-0.267176;-0.580153
##########
# 2016-10-26 10:08:07.274790131 +0200 CEST Data Acquisition
# Acquisition name: captura
# Acquisition num: 3
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;4671;-0.050110;-0.018555;-0.988708;0.717557;-0.007634;-0.625954
1;12686;-0.051147;-0.021118;-0.990112;0.763359;-0.030534;-0.595420
2;20856;-0.049622;-0.018127;-0.986938;0.755725;-0.007634;-0.664122
3;28593;-0.050232;-0.020142;-0.990479;0.770992;0.061069;-0.488550
4;36703;-0.050171;-0.022278;-1.010742;0.664122;-2.129771;-0.190840
5;44692;-0.050049;-0.019897;-0.991638;0.763359;-2.076336;-0.259542
6;52708;-0.050049;-0.020752;-0.996704;0.679389;-3.358779;0.083969
7;60578;-0.051208;-0.015991;-0.988525;0.786260;-2.809160;0.061069
8;68756;-0.051392;-0.021484;-0.990906;0.717557;-3.251908;0.114504
9;76706;-0.051025;-0.019592;-0.986755;0.778626;-2.572519;-0.183206
10;84732;-0.051453;-0.020264;-0.987122;0.763359;-2.900763;-0.061069
11;92699;-0.054199;-0.019470;-0.985291;0.847328;-2.473282;-0.114504
12;100650;-0.050232;-0.022705;-0.991272;0.793893;-2.717557;0.091603
13;109014;-0.051941;-0.021851;-0.992920;0.770992;-2.992366;0.053435
14;116670;-0.053955;-0.019104;-0.991089;0.709924;-2.503817;0.129771
15;124527;-0.054810;-0.017456;-0.985474;0.854962;-0.931298;-0.480916
16;132670;-0.053772;-0.021423;-0.989319;0.763359;0.664122;-0.328244
17;140690;-0.053772;-0.021423;-0.989319;0.763359;0.664122;-0.328244
18;148687;-0.052979;-0.016846;-0.988220;0.801527;-0.053435;-0.633588
19;156972;-0.050476;-0.019653;-0.985168;0.824427;-0.305344;-0.450382
20;164706;-0.053711;-0.020691;-0.986572;0.816794;-0.152672;-0.610687
21;172758;-0.052917;-0.016479;-0.987183;0.748092;-0.213740;-0.503817
22;180724;-0.054199;-0.018188;-0.993042;0.671756;-0.076336;-0.603053
23;188980;-0.053406;-0.017029;-0.983765;0.702290;0.015267;-0.618321
24;196700;-0.051147;-0.019958;-0.987915;0.885496;0.045802;-0.625954
25;205136;-0.054321;-0.018555;-0.986450;0.679389;0.229008;-0.656489
26;212890;-0.053040;-0.019958;-0.986084;0.832061;-0.015267;-0.641221
27;220938;-0.053467;-0.017761;-0.991455;0.725191;0.061069;-0.572519
28;228820;-0.056091;-0.018311;-0.987976;0.839695;-0.061069;-0.541985
