##########
# 2016-10-26 10:08:15.393206145 +0200 CEST Data Acquisition
# Acquisition name: captura
# Acquisition num: 6
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;261;-0.050598;-0.021545;-0.986023;0.778626;0.030534;-0.526718
1;6583;-0.051270;-0.018982;-0.989258;0.740458;-0.038168;-0.595420
2;14507;-0.031799;-0.024963;-0.954468;0.732824;-1.923664;-0.419847
3;22524;-0.050232;-0.017273;-0.977722;0.580153;-5.778626;-0.511450
4;30499;-0.058044;-0.019287;-1.001099;0.618321;-4.091603;-0.503817
5;38530;-0.050903;-0.019165;-0.988708;0.702290;-3.236641;-0.435115
6;46965;-0.050903;-0.019165;-0.988708;0.702290;-3.236641;-0.435115
7;54772;-0.050781;-0.020691;-0.989136;0.671756;-3.381679;-0.488550
8;62597;-0.054871;-0.019287;-0.983154;0.687023;-1.603053;-0.427481
9;70499;-0.051758;-0.019897;-0.986877;0.748092;-1.099237;-0.458015
10;78757;-0.054443;-0.017212;-0.983154;0.793893;-0.938931;-0.312977
11;86480;-0.054504;-0.018677;-0.988953;0.763359;-0.778626;-0.404580
12;94496;-0.052124;-0.020935;-0.990479;0.786260;-0.618321;-0.580153
13;102503;-0.053101;-0.020142;-0.981567;0.801527;-0.328244;-0.549618
14;110492;-0.055481;-0.023621;-0.990784;0.709924;-0.007634;-0.610687
15;118500;-0.053467;-0.019287;-0.987610;0.679389;0.412214;-0.587786
16;126511;-0.057190;-0.020874;-0.986755;0.671756;0.114504;-0.656489
17;134518;-0.054871;-0.019287;-0.992188;0.664122;-0.030534;-0.564885
18;142520;-0.054993;-0.018250;-0.991150;0.786260;-0.061069;-0.526718
19;150517;-0.054871;-0.021301;-0.991028;0.763359;0.015267;-0.671756
20;158996;-0.054504;-0.018860;-0.992371;0.770992;-0.045802;-0.595420
21;166582;-0.054504;-0.018860;-0.992371;0.770992;-0.045802;-0.595420
22;174501;-0.051819;-0.020264;-0.989929;0.732824;-0.083969;-0.557252
23;182564;-0.053650;-0.021118;-0.987183;0.687023;-0.114504;-0.618321
24;190466;-0.053833;-0.019714;-0.990540;0.618321;-0.122137;-0.610687
25;198480;-0.053955;-0.020020;-0.991211;0.709924;-0.061069;-0.519084
26;206511;-0.052673;-0.019897;-0.990906;0.748092;-0.167939;-0.549618
27;214516;-0.052795;-0.021179;-0.993591;0.770992;-0.114504;-0.534351
28;222499;-0.051392;-0.020996;-0.987793;0.717557;-0.129771;-0.656489
29;230507;-0.051453;-0.021790;-0.985046;0.755725;-0.061069;-0.572519
30;238515;-0.052124;-0.020081;-0.993469;0.786260;-0.160305;-0.557252
31;246542;-0.055359;-0.019043;-0.986206;0.770992;-0.076336;-0.603053
32;254507;-0.054688;-0.019775;-0.988953;0.816794;-0.122137;-0.526718
33;262924;-0.054871;-0.017822;-0.987122;0.740458;-0.122137;-0.633588
34;270465;-0.054565;-0.018616;-0.986694;0.664122;-0.129771;-0.625954
35;278513;-0.055969;-0.020081;-0.985840;0.702290;-0.045802;-0.603053
36;286504;-0.053101;-0.019470;-0.987610;0.809160;-0.083969;-0.557252
37;294491;-0.054260;-0.020142;-0.988770;0.801527;0.022901;-0.572519
38;302498;-0.053406;-0.019043;-0.986938;0.778626;0.000000;-0.641221
39;310521;-0.050964;-0.019714;-0.988708;0.755725;0.022901;-0.641221
40;318497;-0.051392;-0.019165;-0.986389;0.717557;0.061069;-0.564885
41;326531;-0.052124;-0.019592;-0.990540;0.793893;0.099237;-0.572519
42;334528;-0.050964;-0.020752;-0.992065;0.717557;-0.038168;-0.595420
43;342515;-0.051208;-0.018494;-0.988647;0.694656;0.053435;-0.541985
44;350502;-0.050903;-0.018616;-0.986511;0.671756;-0.045802;-0.526718
45;358483;-0.054626;-0.020264;-0.986816;0.763359;-0.122137;-0.625954
46;366926;-0.055420;-0.018188;-0.987183;0.740458;-0.053435;-0.572519
47;374462;-0.054443;-0.018433;-0.989258;0.824427;0.106870;-0.549618
48;382508;-0.053101;-0.020325;-0.988586;0.648855;0.030534;-0.648855
49;390572;-0.052856;-0.022827;-0.988220;0.717557;-0.068702;-0.557252
50;398477;-0.052551;-0.022034;-0.988098;0.748092;-0.030534;-0.526718
51;406506;-0.053589;-0.018433;-0.989380;0.702290;0.061069;-0.534351
52;414489;-0.055359;-0.018860;-0.988586;0.732824;0.083969;-0.664122
53;422497;-0.055359;-0.018860;-0.992859;0.732824;-0.068702;-0.511450
54;430507;-0.051331;-0.018677;-0.991455;0.755725;-0.099237;-0.572519
55;438511;-0.053894;-0.017517;-0.987183;0.770992;-0.061069;-0.564885
56;446517;-0.052856;-0.017944;-0.991760;0.679389;-0.030534;-0.618321
57;454511;-0.055054;-0.018921;-0.994263;0.702290;-0.022901;-0.603053
58;462540;-0.053345;-0.020874;-0.990234;0.717557;-0.114504;-0.587786
59;470527;-0.051758;-0.020325;-0.988342;0.763359;-0.061069;-0.580153
60;478884;-0.052185;-0.019592;-0.991577;0.801527;-0.076336;-0.557252
61;486428;-0.054993;-0.019348;-0.991150;0.755725;-0.076336;-0.595420
62;494515;-0.054810;-0.020508;-0.991394;0.702290;0.007634;-0.541985
63;502472;-0.053589;-0.020569;-0.989441;0.702290;-0.007634;-0.618321
64;510497;-0.053711;-0.019592;-0.988159;0.709924;0.045802;-0.595420
65;518495;-0.053711;-0.019592;-0.988159;0.709924;0.045802;-0.595420
66;526535;-0.052795;-0.017029;-0.985901;0.625954;0.030534;-0.618321
67;534514;-0.053162;-0.017395;-0.987061;0.671756;0.038168;-0.641221
68;542495;-0.052368;-0.018860;-0.989380;0.778626;-0.091603;-0.587786
69;550505;-0.053406;-0.021912;-0.989624;0.618321;-0.030534;-0.633588
70;558544;-0.055298;-0.018921;-0.991455;0.740458;-0.099237;-0.587786
71;566537;-0.052612;-0.019409;-0.990845;0.839695;-0.145038;-0.587786
72;574920;-0.054382;-0.018982;-0.986206;0.755725;-0.022901;-0.564885
73;583237;-0.054688;-0.019348;-0.989319;0.694656;-0.083969;-0.526718
74;590473;-0.054810;-0.020203;-0.982544;0.732824;0.015267;-0.557252
75;598511;-0.054077;-0.018982;-0.989624;0.671756;0.007634;-0.496183
76;606702;-0.053101;-0.018982;-0.992615;0.755725;-0.030534;-0.664122
77;614488;-0.055176;-0.022217;-0.987793;0.725191;0.083969;-0.603053
78;622500;-0.053772;-0.017761;-0.993958;0.702290;0.045802;-0.717557
79;630501;-0.053345;-0.014832;-0.989258;0.709924;-0.053435;-0.603053
80;638498;-0.053345;-0.014832;-0.989258;0.709924;-0.053435;-0.603053
81;646529;-0.054749;-0.015930;-0.989014;0.763359;0.000000;-0.633588
82;654547;-0.053528;-0.018372;-0.992188;0.671756;-0.129771;-0.534351
83;662524;-0.053162;-0.018921;-0.984680;0.740458;-0.083969;-0.595420
84;670510;-0.055176;-0.020874;-0.985535;0.717557;-0.045802;-0.648855
85;678863;-0.056030;-0.020874;-0.985596;0.732824;-0.045802;-0.526718
86;686448;-0.056702;-0.020508;-0.984924;0.732824;0.038168;-0.618321
87;694822;-0.053833;-0.019958;-0.989075;0.694656;0.000000;-0.603053
88;702490;-0.052551;-0.020447;-0.990906;0.717557;-0.038168;-0.587786
89;710488;-0.052979;-0.019348;-0.988892;0.717557;0.015267;-0.648855
90;718628;-0.053711;-0.018616;-0.985535;0.816794;0.007634;-0.694656
91;726501;-0.052124;-0.020630;-0.989807;0.740458;-0.030534;-0.526718
92;734496;-0.052307;-0.019714;-0.992432;0.694656;-0.007634;-0.603053
93;742826;-0.054382;-0.017090;-0.989868;0.740458;-0.022901;-0.633588
94;750514;-0.051270;-0.018250;-0.989319;0.732824;0.114504;-0.633588
95;758512;-0.054993;-0.020203;-0.986511;0.740458;-0.137405;-0.648855
96;766534;-0.054993;-0.020203;-0.986511;0.740458;-0.137405;-0.648855
97;774744;-0.052002;-0.020691;-0.990051;0.732824;-0.083969;-0.580153
98;782513;-0.053223;-0.020325;-0.985291;0.709924;-0.137405;-0.656489
99;790573;-0.053894;-0.018372;-0.989929;0.725191;-0.106870;-0.519084
