##########
# 2016-10-17 13:00:19.759437364 +0200 CEST Data Acquisition
#Acquisition name: datos
#Acquisition num: 4
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;953;-0.067749;-0.002869;-0.990601;0.702290;-0.297710;-0.656489
1;8517;-0.068726;-0.001953;-0.985229;0.664122;-0.290076;-0.610687
2;16821;-0.067749;-0.003357;-0.983398;0.732824;-0.213740;-0.641221
3;24729;-0.068176;0.000244;-0.989990;0.702290;-0.152672;-0.587786
4;32830;-0.071533;-0.003052;-0.988770;0.679389;-0.183206;-0.580153
5;40856;-0.068726;-0.003113;-0.991577;0.770992;-0.167939;-0.656489
6;48729;-0.068726;-0.003113;-0.991577;0.770992;-0.167939;-0.656489
7;56725;-0.069397;-0.003296;-0.989929;0.793893;-0.259542;-0.641221
8;64722;-0.069763;-0.004150;-0.989990;0.832061;-0.229008;-0.587786
9;72750;-0.072327;-0.004883;-0.989868;0.778626;-0.244275;-0.572519
10;80732;-0.069702;-0.005127;-0.989502;0.717557;-0.145038;-0.526718
11;88728;-0.070862;-0.005798;-0.989014;0.671756;-0.259542;-0.580153
12;97142;-0.069580;-0.003540;-0.989563;0.770992;-0.297710;-0.526718
13;105479;-0.069153;-0.005798;-0.990540;0.755725;-0.274809;-0.541985
14;112694;-0.068481;-0.002197;-0.989319;0.740458;-0.190840;-0.587786
15;120726;-0.069275;-0.002380;-0.985474;0.748092;-0.221374;-0.572519
16;128731;-0.071228;-0.002502;-0.989929;0.709924;-0.175573;-0.679389
17;136712;-0.068420;-0.004761;-0.991455;0.763359;-0.167939;-0.580153
18;144724;-0.067505;0.000854;-0.986206;0.694656;-0.236641;-0.740458
19;152742;-0.067383;-0.003174;-0.986877;0.755725;-0.305344;-0.603053
20;160706;-0.067383;-0.003174;-0.986877;0.755725;-0.305344;-0.603053
