##########
# 2016-11-18 11:02:39.837678112 +0100 CET Data Acquisition
# Acquisition name: 0x00_
# Acquisition num: 3
# Accelerometer full scale: 2 (16384.000000)
# Gyroscope full scale: 250 (131.000000)
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;7836;-0.117188;-0.023926;-0.989746;0.893130;-0.122137;-0.580153
1;10227;-0.115967;-0.022949;-0.985596;0.824427;-0.198473;-0.625954
2;12044;-0.115479;-0.022217;-0.987305;0.702290;0.022901;-0.648855
3;14106;-0.115723;-0.022217;-0.995361;0.656489;-0.053435;-0.473282
4;15836;-0.114990;-0.021973;-0.995850;0.709924;0.030534;-0.801527
5;18089;-0.114502;-0.025146;-0.991699;0.496183;0.030534;-0.519084
6;19833;-0.114746;-0.022705;-0.991699;0.702290;0.114504;-0.748092
7;21842;-0.113281;-0.020020;-0.986328;0.572519;0.106870;-0.633588
8;23584;-0.111816;-0.019775;-0.991211;0.694656;0.068702;-0.679389
9;25588;-0.114990;-0.019043;-0.987305;0.557252;0.206107;-0.648855
10;27331;-0.113525;-0.019775;-0.992188;0.366412;0.259542;-0.526718
11;29436;-0.112061;-0.020508;-0.985107;0.809160;0.236641;-0.625954
12;31169;-0.117432;-0.023682;-0.989746;0.656489;0.145038;-0.557252
13;33159;-0.112793;-0.022705;-0.983398;0.328244;0.343511;-0.526718
14;34923;-0.117920;-0.024414;-0.983887;0.465649;0.282443;-0.755725
15;37003;-0.114990;-0.020996;-0.984863;0.610687;0.068702;-0.320611
16;38744;-0.112549;-0.021729;-0.987305;0.465649;0.129771;-0.496183
17;40832;-0.114990;-0.024658;-0.988281;0.435115;0.190840;-0.526718
18;42569;-0.115479;-0.024658;-0.989502;0.488550;0.038168;-0.702290
19;44567;-0.117676;-0.022949;-0.982422;0.717557;0.091603;-0.335878
20;46294;-0.116699;-0.017334;-0.993896;0.839695;0.061069;-0.343511
21;51909;-0.116455;-0.024902;-0.984619;0.656489;0.145038;-0.725191
22;53647;-0.111084;-0.024658;-0.992920;0.618321;-0.045802;-0.511450
23;55794;-0.119629;-0.023682;-0.983643;0.832061;0.190840;-0.618321
24;57536;-0.115967;-0.022705;-0.990723;0.748092;-0.106870;-0.664122
25;59619;-0.118896;-0.022705;-0.989502;0.961832;-0.076336;-0.450382
26;69617;-0.117188;-0.025635;-0.979736;0.923664;-0.114504;-0.496183
27;72654;-0.118896;-0.023682;-0.990723;0.938931;-0.305344;-0.694656
28;74683;-0.119385;-0.023926;-0.983887;1.114504;-0.229008;-0.572519
29;76903;-0.119141;-0.022949;-0.992432;0.870229;-0.022901;-0.458015
30;78775;-0.119873;-0.024414;-0.985840;0.870229;-0.374046;-0.442748
31;81019;-0.118896;-0.022705;-0.989502;0.938931;-0.267176;-0.335878
32;82984;-0.118164;-0.024902;-0.991211;0.931298;-0.114504;-0.396947
33;85193;-0.117920;-0.025391;-0.988281;0.938931;0.015267;-0.687023
34;86958;-0.116455;-0.023926;-0.992432;1.167939;-0.022901;-0.427481
35;89187;-0.119141;-0.022461;-0.989258;0.763359;0.083969;-0.603053
36;90961;-0.116455;-0.023926;-0.989014;0.496183;0.015267;-0.580153
37;93056;-0.119629;-0.024658;-0.989746;0.862595;-0.038168;-0.702290
38;94789;-0.117676;-0.024658;-0.983643;0.748092;0.068702;-0.832061
39;96798;-0.119629;-0.026367;-0.988525;0.740458;0.091603;-0.816794
40;98537;-0.117188;-0.027588;-0.985352;0.641221;0.145038;-0.671756
41;100609;-0.117432;-0.026611;-0.983643;0.717557;-0.007634;-0.541985
42;102346;-0.118652;-0.023682;-0.987549;0.938931;-0.076336;-0.389313
43;104348;-0.116211;-0.024902;-0.997314;0.580153;-0.030534;-0.580153
44;106085;-0.116211;-0.024658;-0.986816;0.450382;0.175573;-0.198473
45;108153;-0.117676;-0.025391;-0.991211;0.748092;0.160305;-0.557252
46;109892;-0.118896;-0.027100;-0.997559;0.664122;0.091603;-0.709924
47;112058;-0.114990;-0.025146;-0.986328;0.916031;-0.091603;-0.541985
48;113799;-0.118164;-0.025391;-0.993896;0.824427;-0.099237;-0.549618
49;115803;-0.122559;-0.019531;-0.985352;0.801527;-0.083969;-0.641221
50;117535;-0.116211;-0.023926;-0.984863;0.648855;0.053435;-0.541985
51;119604;-0.121094;-0.021973;-0.994141;0.908397;-0.030534;-0.870229
52;121389;-0.118896;-0.018555;-0.986572;0.984733;-0.122137;-0.290076
53;123520;-0.120361;-0.025391;-0.987793;1.099237;0.015267;-0.694656
54;125255;-0.120117;-0.025146;-0.992920;0.801527;-0.251908;-0.725191
55;127308;-0.118652;-0.024902;-0.990723;1.122137;0.015267;-0.656489
56;129042;-0.114746;-0.024170;-0.985840;1.030534;-0.328244;-0.450382
57;131212;-0.117432;-0.022217;-0.989502;0.832061;-0.274809;-0.816794
58;132945;-0.119141;-0.024170;-0.985596;0.717557;-0.122137;-0.549618
59;140620;-0.116211;-0.023682;-0.988037;0.908397;0.053435;-0.816794
60;142521;-0.116211;-0.021240;-0.986572;0.893130;-0.038168;-0.488550
61;144785;-0.118896;-0.020508;-0.983887;0.633588;-0.114504;-0.442748
62;146660;-0.114990;-0.022217;-0.990234;0.900763;-0.106870;-0.366412
63;148824;-0.111328;-0.022217;-0.994873;0.885496;0.045802;-0.549618
64;150789;-0.115234;-0.017822;-0.990234;0.786260;-0.091603;-0.267176
65;153030;-0.118164;-0.021240;-0.982178;0.893130;0.267176;-0.908397
66;154953;-0.116943;-0.020264;-0.981689;0.679389;-0.122137;-0.450382
67;157096;-0.117676;-0.024658;-0.990479;0.679389;-0.145038;-0.740458
68;158962;-0.115967;-0.023682;-0.985107;0.709924;-0.076336;-0.526718
69;161421;-0.116943;-0.023193;-0.990234;0.625954;0.015267;-0.618321
70;163315;-0.117676;-0.019531;-0.984131;0.580153;0.198473;-0.519084
71;165514;-0.116699;-0.018555;-0.989014;0.809160;0.076336;-0.503817
72;167372;-0.117188;-0.024170;-0.987305;0.541985;0.206107;-0.503817
73;169608;-0.118408;-0.020996;-0.989746;0.511450;0.244275;-0.427481
74;171435;-0.116943;-0.020020;-0.985352;0.557252;0.221374;-0.580153
75;173642;-0.117676;-0.020264;-0.987305;0.557252;0.137405;-0.358779
76;175536;-0.114746;-0.025146;-0.993408;0.404580;0.038168;-0.312977
77;177622;-0.115479;-0.024902;-0.992676;0.694656;0.038168;-0.610687
78;179388;-0.120850;-0.021484;-0.992188;0.694656;0.038168;-0.656489
79;181490;-0.113525;-0.025391;-0.989258;0.793893;-0.122137;-0.664122
80;183232;-0.116455;-0.021729;-0.988281;0.793893;0.038168;-0.427481
81;185236;-0.117676;-0.021484;-0.987549;0.748092;-0.122137;-0.404580
