##########
# 2016-11-18 11:04:28.448379863 +0100 CET Data Acquisition
# Acquisition name: 0x08_
# Acquisition num: 3
# Accelerometer full scale: 2 (16384.000000)
# Gyroscope full scale: 250 (131.000000)
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;8753;-0.112305;-0.027832;-0.992676;0.961832;-0.083969;-0.580153
1;10580;-0.118652;-0.022461;-0.987793;0.763359;-0.137405;-0.549618
2;12666;-0.108398;-0.028320;-0.984375;0.923664;0.015267;-0.450382
3;14397;-0.108887;-0.024414;-0.970215;0.793893;-0.114504;-0.702290
4;16516;-0.121094;-0.022949;-0.990723;0.656489;-0.137405;-0.648855
5;18253;-0.113770;-0.025391;-0.984375;0.732824;-0.213740;-0.465649
6;20326;-0.113770;-0.019531;-0.996094;0.702290;-0.038168;-0.534351
7;22060;-0.116699;-0.024414;-0.989258;0.702290;0.091603;-0.603053
8;24052;-0.119629;-0.025391;-0.992188;0.671756;0.129771;-0.480916
9;25778;-0.115234;-0.022461;-0.981445;0.648855;0.236641;-0.297710
10;27887;-0.120117;-0.037109;-0.984863;0.557252;-0.068702;-0.694656
11;29629;-0.119141;-0.019531;-0.975586;0.580153;0.030534;-0.664122
12;31639;-0.116211;-0.030273;-0.982422;0.610687;-0.083969;-0.335878
13;33368;-0.115234;-0.024414;-0.983887;0.587786;-0.190840;-0.572519
14;35375;-0.124512;-0.018555;-0.990723;0.702290;0.175573;-0.664122
15;37145;-0.123047;-0.021484;-0.988281;0.580153;0.007634;-0.748092
16;39223;-0.119629;-0.023438;-0.985352;0.702290;0.068702;-0.458015
17;40940;-0.123047;-0.020508;-0.975098;0.664122;-0.122137;-0.526718
18;42918;-0.121094;-0.027344;-0.976074;0.770992;-0.183206;-0.496183
19;44637;-0.107910;-0.022949;-0.983398;1.083969;-0.053435;-0.511450
20;46750;-0.111816;-0.010742;-0.978027;0.641221;0.229008;-0.603053
21;48487;-0.113770;-0.019531;-0.985840;0.862595;0.030534;-0.664122
22;50519;-0.116699;-0.021484;-0.979004;0.824427;-0.152672;-0.442748
23;52255;-0.114258;-0.024414;-0.991699;0.900763;-0.122137;-0.541985
24;54253;-0.120605;-0.021973;-0.992676;0.778626;0.122137;-0.557252
25;55986;-0.113281;-0.018555;-0.993164;0.900763;-0.099237;-0.480916
26;58097;-0.121582;-0.015625;-0.972656;0.847328;-0.244275;-0.419847
27;59831;-0.119629;-0.019531;-0.997070;0.885496;-0.167939;-0.496183
28;69866;-0.114746;-0.025879;-0.987793;0.770992;-0.030534;-0.656489
29;71714;-0.119141;-0.026367;-0.982910;0.954198;0.053435;-0.465649
30;74008;-0.123047;-0.019531;-0.985840;0.893130;-0.099237;-0.549618
31;75952;-0.120605;-0.015625;-0.986328;0.770992;-0.183206;-0.587786
32;78092;-0.122559;-0.030273;-0.988770;0.931298;-0.122137;-0.549618
33;79927;-0.121094;-0.027344;-0.990723;0.908397;-0.091603;-0.648855
34;82129;-0.116699;-0.019043;-0.990723;0.786260;0.091603;-0.679389
35;84002;-0.117676;-0.022949;-0.992188;0.763359;0.091603;-0.587786
36;86262;-0.111816;-0.028320;-0.970215;0.839695;-0.053435;-0.511450
37;88172;-0.126465;-0.031738;-0.980957;0.687023;-0.015267;-0.595420
38;90599;-0.120605;-0.022949;-0.982910;0.832061;-0.083969;-0.587786
39;92434;-0.108398;-0.024902;-0.982422;0.664122;0.053435;-0.458015
40;94726;-0.122559;-0.027832;-0.986328;0.511450;-0.114504;-0.656489
41;96634;-0.121094;-0.024414;-0.999023;0.877863;-0.091603;-0.625954
42;98777;-0.121094;-0.027832;-0.985840;0.671756;-0.030534;-0.603053
43;100602;-0.125488;-0.026367;-0.982910;0.633588;0.076336;-0.770992
44;102677;-0.114746;-0.020996;-0.989258;0.778626;-0.106870;-0.541985
45;104411;-0.120605;-0.015137;-0.997559;0.923664;-0.190840;-0.511450
46;106467;-0.109863;-0.018555;-0.982910;0.702290;-0.015267;-0.480916
47;108204;-0.119141;-0.026855;-0.988281;0.625954;-0.274809;-0.648855
48;110309;-0.114258;-0.031250;-0.991211;0.725191;0.106870;-0.541985
49;112045;-0.119629;-0.024902;-0.980957;0.992366;-0.038168;-0.480916
50;114148;-0.126465;-0.035645;-0.982422;0.664122;-0.236641;-0.412214
51;115890;-0.116699;-0.031250;-0.992188;0.633588;0.045802;-0.618321
52;117957;-0.123535;-0.028320;-0.984375;0.755725;-0.015267;-0.595420
53;119700;-0.119629;-0.017090;-0.988770;0.847328;-0.038168;-0.572519
54;121712;-0.115234;-0.018555;-0.994141;0.633588;0.030534;-0.641221
55;123484;-0.123047;-0.027344;-0.988770;0.557252;0.213740;-0.725191
56;125551;-0.123047;-0.024902;-0.997559;0.595420;-0.083969;-0.442748
57;127280;-0.125977;-0.025391;-0.986328;0.824427;0.114504;-0.679389
58;129299;-0.120605;-0.025879;-0.996094;0.847328;0.030534;-0.412214
59;131036;-0.117188;-0.027344;-0.980469;0.580153;-0.129771;-0.572519
60;133239;-0.112305;-0.029785;-0.986328;0.778626;0.083969;-0.717557
61;134980;-0.109375;-0.027344;-0.983398;0.763359;0.183206;-0.503817
62;136972;-0.119629;-0.022461;-1.000000;0.687023;0.106870;-0.564885
63;138702;-0.116211;-0.023438;-0.982422;0.595420;-0.099237;-0.648855
64;140800;-0.120117;-0.022461;-0.985352;0.824427;0.312977;-0.404580
65;142540;-0.112793;-0.017090;-0.978027;0.625954;-0.030534;-0.725191
66;144604;-0.117188;-0.026855;-0.989258;0.893130;0.190840;-0.404580
67;146335;-0.118652;-0.024902;-0.978516;0.587786;0.007634;-0.427481
68;148403;-0.116211;-0.021484;-0.992188;0.702290;-0.145038;-0.603053
69;157957;-0.112305;-0.031250;-0.986816;0.809160;-0.229008;-0.664122
70;160421;-0.118164;-0.028320;-0.992676;0.954198;-0.015267;-0.664122
71;162346;-0.119629;-0.020996;-0.978027;0.816794;-0.236641;-0.587786
