##########
# 2016-11-18 11:04:21.18633275 +0100 CET Data Acquisition
# Acquisition name: 0x08_
# Acquisition num: 1
# Accelerometer full scale: 2 (16384.000000)
# Gyroscope full scale: 250 (131.000000)
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;1957;-0.112793;-0.022461;-0.987305;0.656489;0.038168;-0.427481
1;4133;-0.120605;-0.027832;-0.978516;0.480916;0.076336;-0.511450
2;5878;-0.132324;-0.017578;-0.984375;0.595420;-0.022901;-0.511450
3;7989;-0.125000;-0.025391;-0.990723;0.580153;0.000000;-0.419847
4;9720;-0.113281;-0.020020;-0.986816;1.030534;0.190840;-0.404580
5;11698;-0.117676;-0.030273;-0.998535;0.709924;0.038168;-0.671756
6;13438;-0.118164;-0.016602;-0.986328;0.847328;0.022901;-0.587786
7;15840;-0.118652;-0.015625;-0.987793;1.083969;0.045802;-0.610687
8;17577;-0.120605;-0.024902;-0.993652;0.801527;0.022901;-0.541985
9;19641;-0.126465;-0.032715;-0.970703;0.824427;-0.480916;-0.419847
10;21369;-0.115234;-0.023438;-0.991211;1.259542;-0.442748;-0.396947
11;23513;-0.120117;-0.014648;-0.991211;0.847328;-0.206107;-0.496183
12;25324;-0.123047;-0.022949;-0.995605;0.893130;-0.068702;-0.656489
13;27330;-0.113770;-0.020020;-0.982910;0.854962;-0.137405;-0.580153
14;29057;-0.120605;-0.022949;-0.977051;0.862595;-0.022901;-0.297710
15;31043;-0.114258;-0.027832;-0.993164;0.809160;0.068702;-0.366412
16;32779;-0.118652;-0.029785;-0.990723;0.374046;0.007634;-0.633588
17;34854;-0.114746;-0.025879;-0.984375;0.656489;0.076336;-0.526718
18;36601;-0.112305;-0.024902;-0.985840;0.412214;0.137405;-0.633588
19;38601;-0.126465;-0.028809;-0.986816;0.465649;0.076336;-0.381679
20;40333;-0.109863;-0.021973;-0.979004;0.664122;0.465649;-0.694656
21;42384;-0.120117;-0.021973;-0.982910;0.488550;0.190840;-0.549618
22;44119;-0.124023;-0.021973;-0.997559;0.572519;0.229008;-0.374046
23;46131;-0.119629;-0.024902;-0.985352;0.267176;0.190840;-0.503817
24;47910;-0.115234;-0.027344;-0.980469;0.687023;0.229008;-0.732824
25;49969;-0.116211;-0.016602;-0.982910;0.465649;0.053435;-0.801527
26;51697;-0.112305;-0.025391;-0.979004;0.656489;-0.015267;-0.412214
27;53746;-0.122559;-0.021484;-0.994141;0.748092;0.007634;-0.564885
28;55637;-0.117188;-0.017578;-0.982910;0.862595;-0.022901;-0.755725
29;57649;-0.125977;-0.016602;-0.990234;0.923664;0.045802;-0.465649
30;59391;-0.124023;-0.017578;-0.994629;0.793893;0.137405;-0.435115
31;61441;-0.114746;-0.030762;-0.989258;0.732824;0.030534;-0.648855
32;63177;-0.112305;-0.015625;-0.986816;0.587786;-0.106870;-0.259542
33;65184;-0.121582;-0.029297;-0.993164;0.694656;0.137405;-0.519084
34;66931;-0.116699;-0.021973;-0.985840;0.770992;-0.183206;-0.641221
35;68925;-0.113281;-0.017090;-0.991211;0.786260;0.229008;-0.534351
36;70656;-0.107910;-0.023438;-0.982422;0.671756;-0.122137;-0.702290
37;72722;-0.115234;-0.025879;-0.988770;1.000000;-0.145038;-0.450382
38;74459;-0.119141;-0.015625;-1.005859;0.969466;-0.061069;-0.358779
39;76466;-0.110840;-0.012207;-0.974121;0.931298;-0.190840;-0.534351
40;78238;-0.125977;-0.022949;-0.974609;0.854962;-0.129771;-0.641221
41;80354;-0.119141;-0.024902;-0.990723;0.938931;0.068702;-0.709924
42;82081;-0.112793;-0.030273;-0.992188;1.076336;0.076336;-0.503817
43;84065;-0.126953;-0.018555;-0.983398;0.732824;-0.015267;-0.557252
44;85806;-0.120117;-0.020508;-0.974121;0.839695;-0.007634;-0.740458
45;87900;-0.117676;-0.019043;-0.996582;0.816794;0.076336;-0.526718
46;89630;-0.114258;-0.024902;-0.987305;0.625954;0.152672;-0.503817
47;91684;-0.122559;-0.023438;-0.993652;0.557252;0.122137;-0.389313
48;93414;-0.115723;-0.013672;-0.982422;0.534351;0.259542;-0.679389
49;95429;-0.119141;-0.025391;-0.980469;0.389313;-0.045802;-0.595420
50;97169;-0.114746;-0.025391;-0.983887;0.648855;0.152672;-0.488550
51;99232;-0.109863;-0.025879;-0.989258;0.480916;0.160305;-0.618321
52;100958;-0.117676;-0.010742;-0.978027;0.351145;0.351145;-0.450382
53;102943;-0.119629;-0.020508;-0.994141;0.351145;0.145038;-0.587786
54;104686;-0.114746;-0.021484;-0.984375;0.564885;0.137405;-0.702290
55;106756;-0.119141;-0.025391;-0.981445;0.496183;0.167939;-0.618321
56;108488;-0.114746;-0.032227;-0.985840;0.496183;0.015267;-0.465649
57;110590;-0.120117;-0.027832;-0.993652;0.900763;-0.221374;-0.694656
58;112326;-0.120117;-0.017090;-0.984863;0.801527;-0.083969;-0.709924
59;114317;-0.119629;-0.019043;-0.986816;0.969466;-0.206107;-0.557252
60;116146;-0.128418;-0.021484;-1.000977;0.916031;-0.160305;-0.725191
61;118247;-0.112305;-0.027832;-0.983398;1.022901;-0.335878;-0.305344
62;119984;-0.120117;-0.022949;-0.983887;0.847328;-0.122137;-0.702290
63;121972;-0.122559;-0.025879;-0.990234;1.183206;-0.145038;-0.625954
64;123698;-0.115723;-0.029785;-0.982422;0.923664;-0.152672;-0.709924
65;125688;-0.120605;-0.027344;-0.978027;0.740458;-0.328244;-0.671756
66;127422;-0.119629;-0.027832;-0.998047;0.984733;-0.206107;-0.709924
67;129477;-0.115723;-0.025879;-0.993652;0.946565;-0.297710;-0.381679
68;131192;-0.106934;-0.024902;-0.987793;0.725191;-0.022901;-0.381679
69;133150;-0.108398;-0.019531;-0.989258;0.877863;-0.122137;-0.633588
70;134976;-0.119141;-0.023438;-0.980469;0.908397;-0.145038;-0.732824
71;137152;-0.118652;-0.026367;-0.985840;0.740458;-0.061069;-0.618321
