##########
# 2016-10-26 10:08:12.70574392 +0200 CEST Data Acquisition
# Acquisition name: captura
# Acquisition num: 5
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;878;-0.050415;-0.016846;-0.982727;0.694656;0.061069;-0.656489
1;6226;-0.048767;-0.018127;-0.987671;0.778626;-0.053435;-0.549618
2;14169;-0.016357;-0.020874;-0.902527;0.824427;-1.038168;-0.473282
3;22580;-0.053406;-0.014099;-0.974548;0.511450;-8.969466;-0.877863
4;40087;-0.052673;-0.018738;-0.992371;0.793893;-3.534351;-0.526718
5;46994;-0.057495;-0.019409;-0.995972;0.725191;-0.419847;-0.641221
6;54673;-0.052368;-0.020020;-0.985840;0.732824;-0.740458;-0.541985
7;62226;-0.054504;-0.017944;-0.990784;0.687023;-1.801527;-0.557252
8;70172;-0.048706;-0.015747;-0.978455;0.648855;-1.595420;-0.641221
9;78172;-0.048706;-0.015747;-0.978455;0.648855;-1.595420;-0.641221
10;86256;-0.054871;-0.019775;-0.997192;0.778626;-1.587786;-0.251908
11;94161;-0.051331;-0.018005;-0.986328;0.793893;-1.061069;0.122137
12;102156;-0.069092;-0.004028;-0.996155;0.809160;-1.824427;1.938931
13;110192;-0.054504;-0.018860;-0.988159;1.267176;0.832061;6.923664
14;126829;-0.045105;-0.026855;-0.983093;1.175573;0.984733;4.435115
15;134330;-0.053284;-0.020630;-0.987427;0.709924;0.015267;-0.679389
16;142259;-0.051514;-0.016907;-0.988220;0.687023;0.106870;-0.610687
17;150191;-0.054443;-0.018616;-0.983765;0.725191;-0.038168;-0.541985
18;158473;-0.053284;-0.018005;-0.981140;0.748092;-0.015267;-0.572519
19;166987;-0.051453;-0.019958;-0.991760;0.709924;0.045802;-0.656489
20;174208;-0.053833;-0.020020;-0.992920;0.687023;-0.114504;-0.580153
21;182149;-0.051270;-0.020569;-0.990173;0.687023;-0.083969;-0.473282
22;190565;-0.055054;-0.017700;-0.991455;0.725191;0.015267;-0.618321
23;198765;-0.055054;-0.017700;-0.991455;0.725191;0.015267;-0.618321
24;206269;-0.052612;-0.020264;-0.989868;0.633588;-0.259542;-0.519084
25;214160;-0.054138;-0.017395;-0.990662;0.755725;-0.068702;-0.564885
26;222678;-0.054688;-0.018433;-0.985168;0.671756;-0.229008;-0.564885
27;230457;-0.051636;-0.017761;-0.983643;0.656489;-0.122137;-0.519084
28;238563;-0.052795;-0.017029;-0.987549;0.694656;-0.206107;-0.625954
29;246512;-0.052795;-0.017029;-0.987549;0.694656;-0.206107;-0.625954
30;254163;-0.053833;-0.018311;-0.987427;0.725191;-0.229008;-0.496183
31;262164;-0.053345;-0.020996;-0.990601;0.641221;-0.145038;-0.618321
32;270189;-0.054565;-0.020752;-0.992981;0.740458;-0.137405;-0.526718
33;278144;-0.053894;-0.019470;-0.988831;0.625954;-0.022901;-0.572519
34;291753;-0.056091;-0.019226;-0.988525;0.648855;-0.061069;-0.564885
35;294295;-0.056091;-0.019226;-0.988525;0.648855;-0.061069;-0.564885
36;302279;-0.053467;-0.020386;-0.985840;0.763359;-0.106870;-0.549618
37;310255;-0.055847;-0.019409;-0.984619;0.801527;-0.030534;-0.496183
38;318166;-0.053711;-0.017700;-0.983826;0.709924;-0.061069;-0.587786
39;326160;-0.052551;-0.018311;-0.988525;0.702290;-0.038168;-0.587786
40;334755;-0.054932;-0.020386;-0.992004;0.725191;-0.053435;-0.687023
41;342535;-0.053711;-0.018311;-0.987488;0.740458;0.015267;-0.557252
42;350141;-0.053711;-0.016907;-0.989380;0.816794;0.007634;-0.664122
43;369721;-0.053345;-0.022095;-0.991516;0.809160;-0.091603;-0.534351
44;374982;-0.053345;-0.022095;-0.991516;0.809160;-0.091603;-0.534351
45;382535;-0.052124;-0.019348;-0.989380;0.702290;0.007634;-0.625954
46;390169;-0.055176;-0.017944;-0.991028;0.763359;-0.030534;-0.610687
47;398165;-0.053772;-0.018799;-0.989990;0.694656;0.061069;-0.557252
48;406220;-0.051758;-0.021973;-0.986694;0.709924;-0.106870;-0.496183
49;414127;-0.054443;-0.020081;-0.984436;0.740458;0.045802;-0.625954
50;422156;-0.053040;-0.019287;-0.985413;0.770992;-0.007634;-0.656489
51;430167;-0.053955;-0.019104;-0.986877;0.740458;-0.038168;-0.694656
52;438154;-0.053955;-0.019104;-0.986877;0.740458;-0.038168;-0.694656
53;454795;-0.055115;-0.018005;-0.989502;0.755725;-0.152672;-0.572519
54;455283;-0.055115;-0.018005;-0.989502;0.755725;-0.152672;-0.572519
55;462309;-0.054810;-0.020874;-0.983704;0.664122;0.099237;-0.541985
56;470272;-0.052979;-0.020813;-0.987122;0.732824;-0.206107;-0.519084
57;478155;-0.055481;-0.018005;-0.988708;0.816794;-0.083969;-0.465649
58;486166;-0.052673;-0.016113;-0.992676;0.732824;0.000000;-0.526718
59;494677;-0.052124;-0.021179;-0.983948;0.786260;0.038168;-0.572519
60;502502;-0.052917;-0.017944;-0.985901;0.709924;-0.015267;-0.580153
61;510142;-0.052856;-0.021851;-0.988220;0.740458;-0.007634;-0.572519
62;529541;-0.052124;-0.019775;-0.988708;0.717557;0.030534;-0.610687
63;534289;-0.052490;-0.017761;-0.993042;0.801527;0.045802;-0.580153
64;542277;-0.052002;-0.019775;-0.981384;0.725191;0.007634;-0.541985
65;550975;-0.053101;-0.019409;-0.987854;0.618321;-0.526718;-0.610687
66;558539;-0.055481;-0.020203;-0.990234;0.717557;-0.061069;-0.549618
67;566111;-0.054565;-0.018555;-0.984253;0.679389;-0.038168;-0.526718
68;574167;-0.057129;-0.020691;-0.988037;0.755725;-0.251908;-0.526718
69;582319;-0.055359;-0.018738;-0.989624;0.732824;-0.045802;-0.618321
70;590159;-0.052063;-0.018372;-0.989685;0.725191;0.015267;-0.610687
71;598159;-0.052734;-0.019775;-0.990112;0.709924;0.045802;-0.496183
72;615756;-0.053467;-0.021912;-0.990845;0.709924;0.091603;-0.664122
73;622566;-0.052063;-0.018677;-0.990173;0.694656;0.114504;-0.618321
74;630140;-0.050781;-0.019287;-0.992004;0.687023;-0.038168;-0.625954
75;638154;-0.053467;-0.017395;-0.986694;0.824427;-0.061069;-0.664122
76;646197;-0.051880;-0.017334;-0.988892;0.725191;0.000000;-0.595420
77;654169;-0.053223;-0.021057;-0.987305;0.786260;0.007634;-0.572519
