##########
# 2016-11-18 11:02:15.564315054 +0100 CET Data Acquisition
# Acquisition name: 0x00_
# Acquisition num: 2
# Accelerometer full scale: 2 (16384.000000)
# Gyroscope full scale: 250 (131.000000)
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;1959;-0.120850;-0.028564;-0.986084;0.404580;0.244275;-0.503817
1;3710;-0.119385;-0.028076;-0.987793;0.496183;0.282443;-0.572519
2;6130;-0.119629;-0.028076;-0.982910;0.473282;0.312977;-0.526718
3;7859;-0.120850;-0.027344;-0.991943;0.496183;0.358779;-0.381679
4;9871;-0.119385;-0.024414;-0.983154;0.381679;0.129771;-0.488550
5;11604;-0.118408;-0.023926;-0.983398;0.648855;0.297710;-0.702290
6;13789;-0.120850;-0.026855;-0.990967;0.580153;0.091603;-0.480916
7;15526;-0.117676;-0.024902;-0.987305;0.763359;0.282443;-0.458015
8;17592;-0.119385;-0.022461;-0.984131;0.824427;0.206107;-0.534351
9;19404;-0.118652;-0.022949;-0.986816;0.526718;0.000000;-0.702290
10;21421;-0.116211;-0.025146;-0.983887;0.664122;-0.068702;-0.519084
11;23160;-0.116455;-0.025879;-0.992920;0.954198;-0.099237;-0.633588
12;25272;-0.116699;-0.023926;-0.982666;0.763359;-0.091603;-0.625954
13;27003;-0.117188;-0.024902;-0.985840;0.862595;-0.022901;-0.732824
14;29002;-0.117432;-0.025391;-0.990967;1.000000;-0.076336;-0.725191
15;30743;-0.116211;-0.023193;-0.989014;0.877863;-0.152672;-0.534351
16;32771;-0.118408;-0.022461;-0.990234;0.778626;-0.213740;-0.656489
17;34503;-0.119141;-0.023926;-0.988037;0.755725;-0.091603;-0.496183
18;36594;-0.119629;-0.023682;-0.985107;0.709924;-0.351145;-0.732824
19;38330;-0.118408;-0.024902;-0.986572;1.061069;0.000000;-0.618321
20;40340;-0.115479;-0.025391;-0.988770;1.022901;-0.106870;-0.664122
21;42082;-0.114746;-0.024170;-0.988037;1.083969;-0.343511;-0.442748
22;44274;-0.116699;-0.018311;-0.978516;0.916031;-0.244275;-0.595420
23;46011;-0.118408;-0.024414;-0.986572;0.862595;-0.221374;-0.793893
24;48006;-0.116455;-0.026855;-0.995850;1.068702;-0.229008;-0.702290
25;49815;-0.115967;-0.027100;-0.991699;0.938931;-0.587786;-0.328244
26;51840;-0.117920;-0.018311;-0.993164;1.122137;-0.206107;-0.702290
27;53622;-0.117676;-0.022461;-0.989258;1.091603;-0.290076;-0.702290
28;55812;-0.115723;-0.019043;-0.993896;0.916031;0.000000;-0.458015
29;57525;-0.112793;-0.021484;-0.994629;1.221374;-0.167939;-0.511450
30;59499;-0.118896;-0.020020;-0.984863;0.877863;-0.290076;-0.488550
31;61416;-0.117676;-0.022949;-0.986816;0.916031;-0.351145;-0.916031
32;63521;-0.117432;-0.020996;-0.988770;0.862595;0.038168;-0.900763
33;65251;-0.117432;-0.023438;-0.994629;0.603053;-0.038168;-0.404580
34;67294;-0.115967;-0.020264;-0.986328;0.770992;0.022901;-0.725191
35;69011;-0.114014;-0.020020;-0.984131;0.725191;-0.045802;-0.496183
36;71009;-0.116943;-0.025391;-0.989014;0.786260;0.167939;-0.374046
37;72745;-0.117432;-0.021973;-0.981689;0.595420;0.053435;-0.419847
38;74825;-0.117920;-0.022461;-0.992188;0.526718;0.206107;-0.557252
39;76563;-0.114014;-0.021240;-0.989990;0.694656;0.030534;-0.549618
40;78563;-0.116455;-0.025146;-0.989258;0.396947;-0.045802;-0.473282
41;80305;-0.114746;-0.022461;-0.986084;0.549618;0.396947;-0.587786
42;82430;-0.115723;-0.025391;-0.988037;0.557252;0.496183;-0.541985
43;84183;-0.116943;-0.023438;-0.985596;0.221374;0.190840;-0.816794
44;86201;-0.114014;-0.021729;-0.985107;0.526718;0.297710;-0.534351
45;87928;-0.114746;-0.019775;-0.984619;0.496183;0.351145;-0.404580
46;89918;-0.114014;-0.024170;-0.985352;0.458015;0.160305;-0.648855
47;91652;-0.114014;-0.024658;-0.984375;0.511450;0.091603;-0.580153
48;93853;-0.116699;-0.027100;-0.987793;0.603053;0.381679;-0.419847
49;95587;-0.114746;-0.021240;-0.989746;0.496183;0.061069;-0.519084
50;97667;-0.117920;-0.026123;-0.985840;0.854962;0.328244;-0.549618
51;99397;-0.119141;-0.019775;-0.986816;0.717557;-0.007634;-0.656489
52;101451;-0.119629;-0.022461;-0.982910;0.564885;0.045802;-0.580153
53;103197;-0.117188;-0.021973;-0.991211;0.816794;0.022901;-0.480916
54;105214;-0.121582;-0.023682;-0.988281;0.603053;-0.030534;-0.732824
55;106944;-0.119385;-0.023193;-0.989014;0.770992;-0.251908;-0.519084
56;108940;-0.119385;-0.023193;-0.990479;0.824427;-0.083969;-0.580153
57;110687;-0.117188;-0.022461;-0.991699;0.992366;-0.259542;-0.580153
58;112760;-0.120605;-0.024658;-0.992188;0.755725;-0.305344;-0.801527
59;114490;-0.113770;-0.026123;-0.982422;1.000000;-0.236641;-0.770992
60;116494;-0.113525;-0.021973;-0.990967;1.190840;-0.404580;-0.305344
61;118224;-0.114990;-0.027344;-0.988525;0.938931;-0.213740;-0.641221
62;120309;-0.114502;-0.024902;-0.987549;0.923664;-0.091603;-0.618321
63;122046;-0.117432;-0.025391;-0.981934;1.045802;-0.404580;-0.511450
64;124158;-0.119385;-0.025146;-0.987793;0.954198;-0.229008;-0.572519
65;125892;-0.122070;-0.026367;-0.989746;0.893130;-0.366412;-0.633588
66;127945;-0.122070;-0.025146;-0.986084;1.290076;-0.267176;-0.755725
67;129676;-0.121338;-0.028564;-0.981689;1.290076;-0.473282;-0.351145
68;131823;-0.120117;-0.022949;-0.985107;0.923664;-0.274809;-0.450382
69;133572;-0.117676;-0.024414;-0.984863;1.076336;-0.251908;-0.679389
70;135603;-0.116943;-0.023193;-0.984863;1.114504;-0.351145;-0.404580
71;137332;-0.120605;-0.023682;-0.984863;1.167939;-0.320611;-0.541985
72;139379;-0.115479;-0.023682;-0.987549;0.832061;-0.152672;-0.595420
73;141120;-0.117432;-0.023682;-0.982910;0.984733;-0.381679;-0.641221
74;143145;-0.121338;-0.023682;-0.988037;0.931298;-0.160305;-0.656489
75;144881;-0.124268;-0.024170;-0.979736;0.862595;-0.114504;-0.526718
76;146880;-0.123535;-0.021729;-0.989502;1.083969;-0.122137;-0.458015
77;148608;-0.123047;-0.027100;-0.991699;0.809160;0.007634;-0.519084
78;150671;-0.120361;-0.029541;-0.987549;0.618321;0.061069;-0.419847
79;152430;-0.118408;-0.026123;-0.989502;0.450382;0.076336;-0.641221
80;154438;-0.118896;-0.024658;-0.987305;0.625954;0.351145;-0.648855
81;156173;-0.119385;-0.025635;-0.986572;0.572519;-0.038168;-0.625954
82;158305;-0.121826;-0.024170;-0.988525;0.526718;0.167939;-0.358779
83;160040;-0.117676;-0.025146;-0.990479;0.465649;0.251908;-0.381679
84;162061;-0.115234;-0.020996;-0.986816;0.175573;0.343511;-0.419847
85;163851;-0.116455;-0.019287;-0.984863;0.106870;0.244275;-0.335878
86;165909;-0.115967;-0.021729;-0.982422;0.450382;0.465649;-0.404580
87;167633;-0.117676;-0.025146;-0.983154;0.145038;0.274809;-0.763359
88;169789;-0.120361;-0.020020;-0.984131;0.282443;0.351145;-0.549618
89;171529;-0.118896;-0.020996;-0.990234;0.198473;0.183206;-0.427481
90;173636;-0.116943;-0.021240;-0.981934;0.221374;0.290076;-0.389313
91;175366;-0.118164;-0.024170;-0.989014;0.465649;0.251908;-0.458015
92;177500;-0.116455;-0.023438;-0.990967;0.572519;-0.015267;-0.511450
93;179232;-0.117188;-0.021484;-0.982178;0.480916;0.229008;-0.557252
94;181275;-0.116699;-0.023682;-0.985107;0.389313;0.129771;-0.717557
95;183022;-0.114014;-0.020752;-0.990967;0.458015;-0.015267;-0.702290
