##########
# 2016-10-17 13:00:15.145594575 +0200 CEST Data Acquisition
#Acquisition name: datos
#Acquisition num: 2
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;4505;-0.071411;-0.000916;-0.992004;0.725191;-0.244275;-0.610687
1;12455;-0.072205;-0.002869;-0.988586;0.656489;-0.114504;-0.595420
2;20435;-0.071411;-0.001526;-0.986389;0.748092;-0.076336;-0.549618
3;29269;-0.070496;-0.001526;-0.985962;0.664122;-0.076336;-0.641221
4;36464;-0.067322;-0.002075;-0.986389;0.755725;-0.175573;-0.610687
5;44428;-0.068420;-0.000671;-0.988220;0.702290;-0.229008;-0.564885
6;52465;-0.069641;0.000427;-0.986267;0.717557;-0.236641;-0.633588
7;60405;-0.069092;0.000183;-0.987488;0.610687;-0.198473;-0.664122
8;68436;-0.069275;-0.003357;-0.990234;0.763359;-0.244275;-0.587786
9;76432;-0.069946;-0.001465;-0.988464;0.625954;-0.183206;-0.557252
10;84437;-0.070984;-0.004211;-0.984741;0.572519;-0.076336;-0.572519
11;92459;-0.072754;-0.003784;-0.991150;0.671756;-0.160305;-0.564885
12;100438;-0.067871;-0.002136;-0.990845;0.755725;-0.083969;-0.564885
13;108442;-0.069214;-0.003845;-0.993225;0.778626;-0.068702;-0.618321
14;116424;-0.069458;-0.005249;-0.988220;0.755725;-0.183206;-0.587786
15;124469;-0.069458;-0.005249;-0.988220;0.755725;-0.183206;-0.587786
16;132537;-0.070129;-0.000977;-0.991089;0.687023;-0.351145;-0.557252
17;140267;-0.069214;-0.006287;-0.988220;0.778626;-0.267176;-0.603053
18;148618;-0.070679;-0.004456;-0.990540;0.687023;-0.206107;-0.709924
19;156428;-0.070862;-0.003174;-0.988953;0.717557;-0.091603;-0.641221
20;164509;-0.067017;-0.002808;-0.991150;0.671756;-0.282443;-0.595420
21;172443;-0.071716;-0.002380;-0.986877;0.732824;-0.190840;-0.656489
22;180426;-0.069275;-0.000793;-0.985474;0.580153;-0.206107;-0.641221
23;188437;-0.071228;-0.004822;-0.984070;0.641221;-0.221374;-0.648855
24;196426;-0.066833;-0.001892;-0.988770;0.603053;-0.190840;-0.618321
25;204458;-0.068298;-0.001831;-0.990662;0.603053;-0.167939;-0.633588
26;212460;-0.066772;-0.004883;-0.991577;0.671756;-0.206107;-0.519084
27;220446;-0.070312;-0.003174;-0.991272;0.725191;-0.297710;-0.587786
28;228444;-0.066223;-0.003723;-0.992676;0.717557;-0.190840;-0.526718
29;236472;-0.068909;-0.003662;-0.984985;0.595420;-0.190840;-0.679389
30;244441;-0.071533;-0.004639;-0.989258;0.679389;-0.251908;-0.679389
31;253302;-0.071533;-0.004639;-0.989258;0.679389;-0.251908;-0.679389
32;260460;-0.068420;-0.005127;-0.986633;0.603053;-0.175573;-0.633588
33;268429;-0.070679;-0.003296;-0.990540;0.755725;-0.251908;-0.580153
34;276471;-0.069824;-0.004272;-0.988770;0.641221;-0.183206;-0.641221
35;284408;-0.072815;-0.003845;-0.988770;0.648855;-0.129771;-0.641221
36;292438;-0.070251;-0.001892;-0.992432;0.694656;-0.267176;-0.687023
37;300432;-0.068848;-0.001465;-0.994446;0.748092;-0.229008;-0.541985
38;308436;-0.069946;-0.001160;-0.989380;0.740458;-0.297710;-0.541985
39;316492;-0.070557;-0.000549;-0.990417;0.763359;-0.305344;-0.557252
40;324466;-0.067932;-0.003479;-0.989197;0.709924;-0.183206;-0.557252
41;332453;-0.066956;-0.003906;-0.988281;0.717557;-0.213740;-0.587786
42;340434;-0.069641;-0.004089;-0.993530;0.786260;-0.129771;-0.625954
43;348446;-0.071472;-0.001160;-0.986572;0.709924;-0.251908;-0.641221
44;356310;-0.068115;-0.000244;-0.985474;0.687023;-0.229008;-0.549618
45;364792;-0.069336;-0.002930;-0.990906;0.671756;-0.160305;-0.603053
46;372403;-0.069336;-0.002930;-0.990906;0.671756;-0.160305;-0.603053
47;380419;-0.068787;-0.000244;-0.990479;0.687023;-0.206107;-0.610687
48;388461;-0.069031;-0.003296;-0.988037;0.694656;-0.320611;-0.572519
49;396419;-0.070374;-0.003296;-0.990906;0.732824;-0.244275;-0.572519
50;404455;-0.068665;-0.005981;-0.988647;0.709924;-0.282443;-0.603053
51;412301;-0.069702;-0.003113;-0.989868;0.816794;-0.206107;-0.587786
52;420439;-0.072693;-0.001160;-0.993225;0.709924;-0.137405;-0.641221
53;428441;-0.070862;-0.004395;-0.992981;0.664122;-0.190840;-0.687023
54;436441;-0.071899;-0.004944;-0.990784;0.656489;-0.175573;-0.664122
55;444656;-0.072144;-0.001038;-0.989685;0.679389;-0.190840;-0.549618
56;452475;-0.070190;-0.004761;-0.987549;0.687023;-0.175573;-0.580153
57;460448;-0.069824;-0.000427;-0.988220;0.770992;-0.167939;-0.648855
58;468441;-0.070679;-0.003418;-0.988037;0.717557;-0.160305;-0.511450
59;477391;-0.067993;-0.003052;-0.988586;0.694656;-0.206107;-0.694656
60;484869;-0.070251;-0.004150;-0.984497;0.656489;-0.122137;-0.541985
61;492515;-0.067322;-0.005676;-0.988892;0.763359;-0.221374;-0.633588
62;500422;-0.068970;-0.002502;-0.992310;0.778626;-0.282443;-0.694656
63;508466;-0.069458;0.000549;-0.989014;0.679389;-0.259542;-0.725191
64;516418;-0.069763;-0.000854;-0.987366;0.709924;-0.259542;-0.641221
65;524435;-0.068848;-0.000061;-0.990479;0.709924;-0.114504;-0.610687
66;532474;-0.070190;-0.005798;-0.987549;0.725191;-0.175573;-0.587786
67;540424;-0.071472;-0.002258;-0.987488;0.786260;-0.175573;-0.610687
68;548444;-0.067383;-0.004089;-0.991516;0.717557;-0.045802;-0.580153
69;556437;-0.071655;-0.005310;-0.991272;0.725191;-0.213740;-0.618321
70;564467;-0.069763;-0.004028;-0.986694;0.740458;-0.167939;-0.664122
71;572433;-0.071228;-0.003845;-0.987366;0.709924;-0.183206;-0.671756
72;580450;-0.067871;-0.003113;-0.989380;0.709924;-0.206107;-0.572519
73;588483;-0.071167;-0.003845;-0.989807;0.740458;-0.206107;-0.671756
74;596849;-0.072388;-0.003906;-0.989624;0.770992;-0.122137;-0.557252
75;604429;-0.069763;-0.003235;-0.988281;0.687023;-0.206107;-0.541985
76;612435;-0.069458;-0.000916;-0.993958;0.877863;-0.213740;-0.549618
77;620441;-0.071716;-0.004578;-0.991089;0.671756;-0.145038;-0.603053
78;628427;-0.071716;-0.004578;-0.991089;0.671756;-0.145038;-0.603053
79;636432;-0.069397;-0.003113;-0.989868;0.748092;-0.167939;-0.526718
80;644439;-0.068054;0.000366;-0.986084;0.732824;-0.183206;-0.595420
81;652460;-0.072021;-0.002563;-0.993225;0.702290;-0.251908;-0.641221
82;660433;-0.068237;-0.003479;-0.988098;0.717557;-0.190840;-0.618321
83;668430;-0.071777;-0.003967;-0.984253;0.748092;-0.213740;-0.625954
84;676474;-0.069092;-0.001160;-0.991150;0.763359;-0.145038;-0.633588
85;684480;-0.070129;-0.002991;-0.988403;0.603053;-0.122137;-0.618321
86;692276;-0.070862;-0.003479;-0.989624;0.641221;-0.152672;-0.664122
