##########
# 2016-11-18 11:02:11.569403205 +0100 CET Data Acquisition
# Acquisition name: 0x00_
# Acquisition num: 1
# Accelerometer full scale: 2 (16384.000000)
# Gyroscope full scale: 250 (131.000000)
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;1955;-0.110840;-0.011963;-1.033203;8.076336;-6.435115;-0.931298
1;4135;-0.123779;-0.036865;-0.954834;4.305344;-3.282443;-1.091603
2;5911;-0.121094;-0.040283;-0.947266;-5.122137;5.297710;-0.106870
3;7991;-0.119385;-0.029053;-0.963623;-11.015267;10.778626;0.183206
4;9724;-0.115723;-0.023193;-0.979248;-11.549618;11.519084;-0.091603
5;11777;-0.121338;-0.024170;-0.993164;-10.595420;10.274809;0.213740
6;13518;-0.117188;-0.023438;-0.990967;-10.694656;10.580153;-0.312977
7;15623;-0.119629;-0.025391;-0.972900;-13.083969;12.671756;-0.152672
8;17359;-0.117188;-0.020996;-0.978516;-13.832061;13.427481;0.511450
9;19357;-0.118896;-0.023438;-0.981201;-14.717557;14.709924;0.519084
10;21094;-0.115234;-0.022217;-0.983887;-16.381679;15.564885;0.312977
11;23424;-0.114502;-0.026855;-0.983398;-17.633588;17.167939;0.679389
12;25173;-0.121094;-0.022217;-0.966797;-21.167939;20.015267;0.496183
13;27207;-0.114014;-0.019775;-0.984619;-23.206107;22.251908;0.748092
14;28944;-0.111328;-0.018066;-0.990234;-22.389313;21.328244;0.389313
15;31017;-0.133545;-0.028320;-0.990479;-20.419847;18.954198;-1.412214
16;32759;-0.135742;-0.028076;-0.988037;-19.282443;16.969466;-3.778626
17;34767;-0.134033;-0.026611;-0.995117;-17.938931;14.740458;-6.404580
18;36497;-0.127930;-0.024902;-0.994385;-17.274809;13.396947;-8.320611
19;38659;-0.099854;-0.010254;-0.998779;-15.832061;12.809160;-7.923664
20;40394;-0.079102;0.007324;-1.014404;-13.038168;12.007634;-4.931298
21;42499;-0.085205;0.000488;-1.004395;-9.229008;8.931298;-2.442748
22;44235;-0.089600;-0.001709;-1.007080;-6.793893;6.740458;-1.725191
23;46237;-0.098389;-0.001709;-1.007812;-3.977099;4.328244;-0.671756
24;47979;-0.104492;-0.005127;-1.006592;-1.679389;2.000000;-0.931298
25;50040;-0.103027;-0.004639;-0.992188;-0.022901;0.877863;-1.030534
26;51792;-0.103271;-0.011475;-0.995850;0.625954;0.152672;-0.450382
27;53850;-0.131836;-0.031738;-1.002441;3.251908;-2.969466;-2.931298
28;55628;-0.073730;0.020752;-1.016846;7.725191;-6.396947;-0.648855
29;57625;-0.113770;-0.010742;-0.995605;8.358779;-6.946565;-1.068702
30;59353;-0.113281;-0.019531;-0.981689;6.129771;-5.213740;-1.038168
31;61419;-0.127441;-0.025635;-0.992676;6.885496;-6.030534;-2.511450
32;63162;-0.082275;0.001709;-0.971436;4.816794;-3.503817;0.183206
33;65177;-0.128418;-0.023926;-0.972168;-0.030534;0.755725;0.229008
34;66928;-0.133301;-0.024658;-0.972656;-2.320611;3.045802;-1.396947
35;69129;-0.119141;-0.025391;-0.954346;-7.946565;8.244275;-0.763359
36;70885;-0.114746;-0.023193;-0.958740;-12.519084;12.366412;-0.832061
37;72924;-0.111572;-0.015137;-0.972412;-14.923664;14.290076;-0.908397
38;74663;-0.112061;-0.011230;-0.984863;-16.511450;15.916031;-0.129771
39;76660;-0.103271;-0.008301;-0.979980;-17.274809;16.801527;0.122137
40;78550;-0.103516;-0.010742;-0.994629;-15.694656;15.374046;0.664122
41;80633;-0.103760;-0.010498;-1.009033;-12.755725;12.458015;0.145038
42;82399;-0.104492;-0.006104;-1.000000;-9.824427;9.786260;0.312977
43;84417;-0.102539;-0.006836;-1.002930;-6.267176;6.793893;0.030534
44;86153;-0.101318;-0.006836;-1.007080;-3.770992;4.198473;-0.251908
45;88241;-0.102783;-0.005127;-1.002930;-1.610687;2.480916;-0.541985
46;89972;-0.101562;-0.006348;-1.003906;-0.091603;0.763359;-0.541985
47;91967;-0.107666;-0.004639;-0.995361;1.152672;-0.381679;-0.549618
48;93705;-0.104492;-0.006836;-1.005371;2.419847;-1.206107;-0.740458
49;95807;-0.107178;-0.008301;-0.983643;0.847328;-0.114504;-0.503817
50;97542;-0.105469;-0.011719;-0.976074;-1.541985;2.083969;-0.625954
51;99640;-0.109619;-0.012939;-0.971436;-5.053435;5.022901;-0.251908
52;101367;-0.106689;-0.012695;-0.985596;-6.480916;6.954198;-0.022901
53;103420;-0.106201;-0.008545;-0.982666;-7.167939;7.671756;-0.198473
54;105158;-0.105225;-0.012939;-0.984131;-8.725191;8.519084;0.068702
55;107230;-0.106201;-0.009033;-0.984375;-9.473282;9.656489;-0.511450
56;108963;-0.105225;-0.005859;-0.992432;-9.450382;9.503817;-0.061069
57;110962;-0.104492;-0.009277;-0.988281;-9.687023;9.381679;0.137405
58;112700;-0.105713;-0.009033;-0.995361;-8.984733;8.938931;-0.473282
59;114717;-0.101318;-0.003662;-0.997803;-6.900763;7.412214;-0.045802
60;116452;-0.099121;-0.001221;-1.007324;-3.564885;4.122137;-0.435115
61;118613;-0.099609;0.000732;-1.020996;1.244275;-0.251908;-0.458015
62;120349;-0.096436;-0.002197;-1.007324;5.351145;-4.053435;-0.801527
63;122347;-0.101318;-0.006592;-1.001709;8.549618;-7.687023;-1.190840
64;124089;-0.094971;0.000977;-1.021240;13.694656;-12.091603;-1.160305
65;126160;-0.099854;-0.000488;-1.012207;19.137405;-17.335878;-1.496183
66;127904;-0.100342;-0.003418;-0.995117;19.412214;-17.511450;-1.809160
67;129975;-0.107422;-0.005371;-0.997070;21.664122;-19.320611;-1.885496
68;131706;-0.100830;-0.010742;-1.002441;23.954198;-21.381679;-1.862595
69;133845;-0.113037;-0.006348;-0.979492;21.648855;-19.580153;-2.038168
70;135620;-0.098145;-0.008545;-1.010010;24.366412;-22.282443;-1.633588
71;137693;-0.107178;-0.009521;-0.993408;25.801527;-23.694656;-1.870229
72;139427;-0.106201;-0.013184;-0.997559;26.389313;-23.618321;-1.656489
73;141410;-0.102783;-0.011963;-1.009766;29.038168;-26.656489;-2.061069
74;143145;-0.102539;-0.009277;-1.010742;33.419847;-30.480916;-2.450382
75;145228;-0.102295;-0.004150;-1.002441;35.198473;-32.335878;-1.320611
76;146963;-0.095459;0.000000;-0.997803;35.717557;-31.877863;0.412214
77;148951;-0.104248;-0.005859;-0.985107;34.358779;-30.526718;1.793893
78;150684;-0.103271;-0.020020;-0.965088;30.137405;-26.427481;2.984733
79;152679;-0.127441;-0.033691;-0.975098;26.526718;-22.427481;2.404580
80;154427;-0.149170;-0.037598;-0.976562;25.320611;-22.007634;-0.587786
81;156503;-0.122559;-0.028076;-0.965576;22.206107;-19.641221;-1.305344
82;158264;-0.124756;-0.030273;-0.961426;18.847328;-16.755725;-1.137405
83;160326;-0.122314;-0.026855;-0.970947;17.351145;-14.969466;-1.442748
84;162054;-0.116455;-0.024902;-0.968262;14.290076;-12.458015;-0.671756
85;164203;-0.121094;-0.022217;-0.976318;12.106870;-9.862595;-0.412214
86;165971;-0.126709;-0.024414;-0.977051;10.206107;-8.694656;-0.419847
87;167988;-0.126709;-0.032715;-0.973633;7.786260;-5.992366;-0.641221
88;169725;-0.127441;-0.030518;-0.988281;6.152672;-4.931298;-0.748092
89;171842;-0.122559;-0.022461;-0.981445;4.007634;-2.977099;-0.595420
90;173580;-0.120361;-0.026123;-0.971924;2.480916;-1.824427;-0.549618
91;175769;-0.121826;-0.029053;-0.976074;0.992366;-0.213740;-0.519084
92;177505;-0.120605;-0.026123;-0.982422;-0.312977;0.946565;-0.801527
93;179495;-0.124023;-0.027588;-0.979248;-1.870229;2.358779;-0.198473
94;181237;-0.120850;-0.024902;-0.978516;-2.946565;3.519084;-0.236641
95;183311;-0.121338;-0.027832;-0.987061;-3.923664;4.389313;-0.167939
96;185052;-0.119141;-0.021729;-0.984863;-4.229008;4.305344;-0.419847
97;187054;-0.119873;-0.025879;-0.982666;-3.603053;4.114504;-0.198473
98;188788;-0.118652;-0.023926;-0.988281;-3.526718;4.053435;-0.335878
99;190848;-0.116943;-0.021240;-0.990234;-3.129771;3.534351;-0.244275
100;192578;-0.118652;-0.021240;-0.984131;-2.748092;2.992366;-0.587786
101;194642;-0.116455;-0.022705;-0.990967;-2.412214;3.045802;-0.290076
102;196376;-0.120605;-0.025879;-0.986816;-2.557252;2.885496;-0.427481
103;198523;-0.116943;-0.025146;-0.981934;-3.068702;3.801527;-0.236641
104;200246;-0.117676;-0.024658;-0.983398;-3.984733;4.412214;-0.534351
105;202296;-0.116943;-0.024414;-0.978027;-4.832061;5.114504;-0.030534
106;204016;-0.119385;-0.027344;-0.982910;-5.687023;5.755725;-0.450382
107;206017;-0.121338;-0.028320;-0.987061;-5.740458;6.206107;-0.267176
108;207750;-0.120117;-0.027344;-0.986084;-6.061069;6.366412;0.061069
109;209755;-0.119385;-0.018799;-0.987793;-6.114504;6.404580;-0.015267
110;211486;-0.117432;-0.024658;-0.993408;-5.786260;5.862595;-0.038168
111;213549;-0.116943;-0.018555;-0.986816;-5.000000;5.137405;-0.175573
112;215313;-0.114746;-0.020020;-0.998047;-3.969466;4.389313;-0.251908
113;217323;-0.115967;-0.022461;-0.990234;-2.702290;3.305344;-0.335878
114;219057;-0.114014;-0.019775;-0.992432;-1.641221;2.305344;-0.480916
115;221165;-0.114990;-0.016602;-0.998047;-0.022901;0.770992;-0.702290
116;222902;-0.114990;-0.016602;-0.997070;1.595420;-0.755725;-0.641221
117;225008;-0.118896;-0.020996;-0.997314;3.549618;-2.206107;-0.671756
118;226769;-0.113037;-0.021729;-0.995117;4.977099;-3.847328;-0.732824
119;228766;-0.113525;-0.018799;-0.998047;6.793893;-5.511450;-0.908397
120;230499;-0.117432;-0.021973;-0.993164;7.763359;-6.450382;-1.175573
121;232561;-0.118164;-0.023926;-0.999023;8.694656;-7.282443;-1.099237
122;234295;-0.114990;-0.020752;-0.989990;9.114504;-7.900763;-0.877863
123;236307;-0.116211;-0.017090;-0.987061;9.190840;-7.786260;-0.923664
124;238049;-0.119385;-0.023438;-0.986572;9.053435;-7.839695;-1.167939
125;240106;-0.123047;-0.023438;-0.984863;8.541985;-6.824427;-1.175573
126;241821;-0.119141;-0.026123;-0.984863;7.572519;-6.351145;-1.114504
127;243839;-0.124023;-0.025146;-0.980957;6.450382;-5.198473;-1.030534
128;245559;-0.119141;-0.028076;-0.982422;4.992366;-4.091603;-1.053435
129;247650;-0.120361;-0.026367;-0.982910;3.923664;-2.931298;-0.702290
130;249383;-0.123779;-0.027588;-0.976074;2.824427;-1.763359;-0.541985
131;251491;-0.118408;-0.027100;-0.981934;1.618321;-0.961832;-0.786260
132;253220;-0.119873;-0.025879;-0.978516;0.938931;0.290076;-0.656489
133;255259;-0.117432;-0.026611;-0.981934;-0.305344;0.961832;-0.259542
134;257005;-0.119385;-0.023438;-0.980957;-1.129771;1.534351;-0.343511
135;259081;-0.119385;-0.023438;-0.989746;-1.725191;2.206107;-0.419847
136;260810;-0.119141;-0.023926;-0.985596;-2.152672;2.412214;-0.374046
137;262801;-0.122559;-0.023438;-0.990723;-1.946565;2.557252;-0.435115
138;264592;-0.117920;-0.026123;-0.984619;-2.183206;2.633588;-0.465649
139;266639;-0.115723;-0.022461;-0.987549;-2.114504;2.839695;-0.297710
140;268448;-0.116211;-0.025146;-0.994141;-2.000000;2.763359;-0.435115
141;270524;-0.115967;-0.020996;-0.989502;-1.954198;2.404580;-0.343511
142;272254;-0.115479;-0.023438;-0.991455;-1.885496;2.549618;-0.312977
143;274291;-0.115234;-0.022461;-0.990967;-1.725191;2.374046;-0.374046
144;276037;-0.114502;-0.022949;-0.990234;-0.183206;0.809160;-0.267176
145;278168;-0.119873;-0.020996;-0.991699;0.816794;-0.145038;-0.465649
146;279907;-0.116699;-0.025146;-0.993896;0.068702;0.549618;-0.526718
147;281980;-0.117188;-0.024658;-0.984375;-0.702290;1.267176;-0.396947
148;283710;-0.118408;-0.024170;-0.988281;-0.801527;1.534351;-0.450382
149;285705;-0.116699;-0.020020;-0.982666;-1.366412;2.320611;-0.511450
150;287455;-0.116455;-0.021240;-0.984131;-2.167939;2.702290;-0.496183
151;289529;-0.118408;-0.021484;-0.989258;-2.656489;3.427481;-0.259542
152;291257;-0.120361;-0.022949;-0.982422;-2.801527;3.351145;-0.358779
153;293236;-0.115479;-0.021484;-0.985352;-3.106870;3.572519;-0.381679
154;294974;-0.116211;-0.020264;-0.986572;-2.778626;3.450382;-0.343511
155;297052;-0.114990;-0.022949;-0.987061;-3.526718;3.839695;-0.335878
156;298786;-0.117676;-0.020508;-0.992188;-3.770992;4.106870;-0.503817
157;300770;-0.117432;-0.018066;-0.988525;-3.251908;3.679389;-0.099237
158;302506;-0.116699;-0.020752;-0.986084;-3.038168;3.343511;-0.206107
159;304501;-0.115723;-0.026611;-0.994141;-2.732824;3.442748;-0.427481
160;306247;-0.112061;-0.025635;-0.988770;-2.633588;3.198473;-0.297710
