##########
# 2016-10-17 13:00:17.162346598 +0200 CEST Data Acquisition
#Acquisition name: datos
#Acquisition num: 3
# Sensor Frequency: 5
# Read Frequency: 8
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;3812;-0.067444;-0.001526;-0.982178;0.778626;-0.267176;-0.648855
1;11821;-0.070740;-0.001099;-0.987610;0.717557;-0.244275;-0.603053
2;19852;-0.072083;-0.002380;-0.991638;0.755725;-0.274809;-0.610687
3;27942;-0.072144;-0.006348;-0.989075;0.725191;-0.190840;-0.595420
4;35828;-0.070190;-0.003540;-0.990417;0.816794;-0.106870;-0.564885
5;43831;-0.070007;-0.005066;-0.988647;0.709924;-0.167939;-0.564885
6;51831;-0.067688;-0.003296;-0.990173;0.694656;-0.213740;-0.610687
7;59847;-0.071167;-0.003540;-0.988953;0.679389;-0.236641;-0.480916
8;67869;-0.068359;-0.002869;-0.989685;0.671756;-0.137405;-0.557252
9;75843;-0.069702;-0.003235;-0.986511;0.664122;-0.206107;-0.702290
10;83834;-0.067688;-0.003418;-0.989502;0.755725;-0.206107;-0.656489
11;91857;-0.067688;-0.003418;-0.989502;0.755725;-0.206107;-0.656489
12;100312;-0.067566;-0.002747;-0.986694;0.618321;-0.198473;-0.648855
13;108109;-0.070251;-0.001038;-0.989746;0.763359;-0.206107;-0.595420
14;115891;-0.068176;-0.001587;-0.993164;0.763359;-0.152672;-0.656489
15;123802;-0.073242;-0.004272;-0.988770;0.755725;-0.152672;-0.610687
16;131868;-0.071777;-0.002197;-0.990662;0.732824;-0.122137;-0.580153
17;140069;-0.067444;-0.004211;-0.991455;0.816794;-0.175573;-0.595420
18;147927;-0.069946;-0.004883;-0.989380;0.763359;-0.229008;-0.572519
19;155844;-0.069702;-0.003967;-0.987000;0.702290;-0.198473;-0.694656
20;163842;-0.068909;-0.003479;-0.990906;0.679389;-0.122137;-0.633588
21;171849;-0.069885;-0.005127;-0.990295;0.778626;-0.190840;-0.664122
22;179836;-0.068909;-0.002502;-0.989258;0.656489;-0.198473;-0.618321
23;187866;-0.068115;-0.004944;-0.991394;0.732824;-0.213740;-0.656489
24;195837;-0.067261;-0.004883;-0.992920;0.702290;-0.145038;-0.648855
25;203832;-0.067261;-0.002258;-0.988647;0.625954;-0.175573;-0.603053
26;211820;-0.068542;-0.001892;-0.992065;0.671756;-0.198473;-0.595420
27;219857;-0.070374;-0.004944;-0.992798;0.770992;-0.236641;-0.641221
28;228296;-0.069397;-0.002319;-0.988831;0.664122;-0.297710;-0.656489
29;235986;-0.069397;-0.002319;-0.988831;0.664122;-0.297710;-0.656489
30;243811;-0.069092;-0.000488;-0.991272;0.618321;-0.236641;-0.633588
31;251822;-0.066467;-0.003784;-0.988525;0.824427;-0.175573;-0.595420
32;260175;-0.068176;-0.002258;-0.989258;0.702290;-0.282443;-0.664122
33;267829;-0.069641;-0.002869;-0.992065;0.694656;-0.290076;-0.595420
34;275830;-0.070557;-0.003784;-0.983887;0.687023;-0.282443;-0.557252
35;283830;-0.070129;-0.005493;-0.993042;0.664122;-0.114504;-0.648855
36;291838;-0.069885;-0.006104;-0.991455;0.717557;-0.236641;-0.671756
37;299851;-0.070801;-0.005310;-0.987854;0.740458;-0.290076;-0.656489
38;307855;-0.070862;0.000732;-0.989563;0.748092;-0.213740;-0.572519
39;315843;-0.068542;-0.004517;-0.989319;0.725191;-0.229008;-0.549618
40;323861;-0.072083;-0.001587;-0.986511;0.809160;-0.183206;-0.541985
41;331698;-0.069275;-0.003418;-0.988403;0.709924;-0.198473;-0.664122
42;347437;-0.066956;-0.002991;-0.990479;0.709924;-0.213740;-0.549618
43;350362;-0.071289;-0.004272;-0.987305;0.709924;-0.251908;-0.610687
44;355820;-0.071289;-0.004272;-0.987305;0.709924;-0.251908;-0.610687
45;364149;-0.068237;-0.003235;-0.991821;0.770992;-0.206107;-0.656489
46;371792;-0.069885;-0.003052;-0.990295;0.709924;-0.221374;-0.648855
47;379756;-0.069885;-0.003052;-0.990295;0.709924;-0.221374;-0.648855
48;387915;-0.072510;-0.003906;-0.993713;0.755725;-0.297710;-0.618321
49;395804;-0.066711;-0.001038;-0.986694;0.664122;-0.190840;-0.603053
50;403931;-0.068726;-0.000793;-0.990662;0.763359;-0.183206;-0.564885
51;411976;-0.069092;-0.004150;-0.988953;0.816794;-0.198473;-0.633588
52;419847;-0.065918;-0.001160;-0.988770;0.717557;-0.206107;-0.625954
53;427858;-0.070007;0.001343;-0.990479;0.725191;-0.221374;-0.580153
54;435872;-0.071655;-0.003174;-0.987671;0.694656;-0.206107;-0.564885
55;443811;-0.067383;-0.001038;-0.991150;0.671756;-0.229008;-0.656489
56;451847;-0.068787;-0.002930;-0.989075;0.641221;-0.251908;-0.694656
57;459877;-0.072449;-0.005371;-0.986023;0.770992;-0.183206;-0.664122
58;467844;-0.069580;-0.004150;-0.992432;0.839695;-0.175573;-0.702290
59;476466;-0.070862;-0.003601;-0.990784;0.740458;-0.175573;-0.610687
60;483824;-0.070129;-0.000977;-0.988464;0.801527;-0.221374;-0.534351
61;491828;-0.070923;-0.002930;-0.989197;0.709924;-0.244275;-0.641221
62;500000;-0.067078;-0.004211;-0.984192;0.664122;-0.229008;-0.633588
63;507824;-0.069824;-0.001770;-0.988159;0.679389;-0.221374;-0.580153
64;515838;-0.069702;-0.005676;-0.988586;0.770992;-0.152672;-0.625954
65;523833;-0.066345;-0.004089;-0.987549;0.740458;-0.175573;-0.656489
66;531837;-0.069031;-0.001404;-0.987183;0.748092;-0.129771;-0.618321
67;539648;-0.069641;-0.004395;-0.983704;0.671756;-0.137405;-0.580153
68;547866;-0.070740;-0.004272;-0.988403;0.656489;-0.206107;-0.549618
69;555846;-0.069580;-0.004333;-0.989075;0.732824;-0.122137;-0.717557
70;563841;-0.069702;-0.001221;-0.992676;0.687023;-0.137405;-0.587786
71;572811;-0.067566;-0.002869;-0.986450;0.748092;-0.122137;-0.549618
72;580198;-0.068604;-0.005798;-0.990234;0.664122;-0.175573;-0.587786
73;587786;-0.070190;-0.001953;-0.986816;0.732824;-0.152672;-0.580153
74;595824;-0.067322;-0.000854;-0.991577;0.648855;-0.213740;-0.725191
75;603852;-0.067383;-0.002625;-0.988953;0.603053;-0.061069;-0.687023
76;611816;-0.068115;-0.002014;-0.989868;0.656489;-0.236641;-0.641221
77;619835;-0.068115;-0.002014;-0.989868;0.656489;-0.236641;-0.641221
78;627854;-0.065796;-0.004578;-0.988525;0.725191;-0.190840;-0.580153
79;635833;-0.071594;-0.004822;-0.987183;0.847328;-0.145038;-0.595420
80;643846;-0.070251;-0.005310;-0.987183;0.740458;-0.229008;-0.625954
81;651842;-0.068787;0.000305;-0.989624;0.664122;-0.137405;-0.679389
82;660103;-0.069092;-0.004578;-0.990540;0.656489;-0.122137;-0.541985
83;667878;-0.070251;0.000549;-0.990540;0.648855;-0.167939;-0.534351
84;675850;-0.070557;-0.006226;-0.989685;0.709924;-0.198473;-0.625954
85;684282;-0.072937;-0.002686;-0.991394;0.740458;-0.244275;-0.572519
86;692319;-0.069458;-0.003479;-0.989258;0.709924;-0.145038;-0.618321
87;699831;-0.070862;-0.001953;-0.986694;0.763359;-0.114504;-0.603053
88;707821;-0.070435;-0.005676;-0.990417;0.793893;-0.183206;-0.664122
89;715888;-0.067749;-0.005554;-0.991821;0.755725;-0.251908;-0.564885
90;724075;-0.070740;-0.004395;-0.988708;0.641221;-0.290076;-0.572519
91;731835;-0.069214;-0.003723;-0.987122;0.717557;-0.259542;-0.702290
92;739844;-0.071777;-0.003662;-0.989136;0.755725;-0.076336;-0.633588
93;747870;-0.071777;-0.003662;-0.989136;0.755725;-0.076336;-0.633588
94;755829;-0.069946;-0.003540;-0.989258;0.740458;-0.145038;-0.603053
95;763843;-0.069702;-0.003357;-0.990906;0.702290;-0.236641;-0.618321
96;771850;-0.070435;-0.003174;-0.987915;0.709924;-0.206107;-0.595420
97;779898;-0.069824;-0.003540;-0.990540;0.725191;-0.198473;-0.488550
98;788262;-0.069458;-0.000061;-0.988464;0.732824;-0.236641;-0.564885
99;796308;-0.068787;-0.001160;-0.987427;0.610687;-0.160305;-0.503817
100;803826;-0.065857;-0.002502;-0.989807;0.717557;-0.274809;-0.580153
101;811842;-0.070251;-0.001099;-0.987915;0.648855;-0.358779;-0.656489
102;819823;-0.067688;-0.001770;-0.991150;0.709924;-0.351145;-0.709924
103;827848;-0.070679;-0.005249;-0.990540;0.816794;-0.198473;-0.732824
104;835837;-0.070496;-0.002014;-0.987732;0.679389;-0.206107;-0.648855
105;843854;-0.070435;-0.002380;-0.989197;0.694656;-0.160305;-0.648855
106;851830;-0.069641;-0.004028;-0.987305;0.725191;-0.114504;-0.679389
107;859854;-0.069641;-0.004028;-0.987305;0.725191;-0.114504;-0.679389
108;867867;-0.068787;-0.001892;-0.984436;0.717557;-0.244275;-0.587786
109;875847;-0.067871;-0.001709;-0.992188;0.816794;-0.129771;-0.770992
110;883839;-0.070190;-0.003845;-0.989319;0.717557;-0.221374;-0.587786
111;892289;-0.070129;-0.004089;-0.988220;0.755725;-0.167939;-0.625954
112;900116;-0.070190;-0.004028;-0.990723;0.740458;-0.190840;-0.648855
113;907798;-0.071289;-0.003540;-0.983948;0.687023;-0.267176;-0.572519
114;915844;-0.070862;-0.005188;-0.987915;0.717557;-0.145038;-0.679389
